adj_form_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
enamored,24,13,0,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
skeptical,24,10,0,0,6,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0
crisp,24,8,8,1,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
infamous,24,1,2,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lavish,24,6,8,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
appalling,24,3,15,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sturdy,24,9,2,5,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ambiguous,24,6,10,3,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
privileged,23,7,2,6,3,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0
handy,23,6,4,3,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
astute,23,8,1,3,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
secretive,23,2,13,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
near,23,15,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indispensable,23,4,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massive,23,7,8,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
seamless,23,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regrettable,23,0,19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
standard,23,5,11,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amazed,23,13,0,3,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
intoxicating,23,3,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pricey,23,8,7,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
portable,23,12,3,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nutritious,23,1,10,1,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
harmless,23,7,6,2,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
illustrative,23,2,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
upbeat,23,5,1,2,3,2,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0
pivotal,23,9,3,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
unethical,23,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corrosive,23,0,19,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
exhausted,23,20,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
petty,23,3,14,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
candid,23,9,3,1,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0
ludicrous,23,3,13,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
exasperating,23,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blessed,23,12,4,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
talkative,23,18,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
blissful,23,7,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
musical,23,7,5,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prescient,23,7,2,5,3,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
pronounced,23,16,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
average,22,3,7,2,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0
defensible,22,2,1,4,8,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
abnormal,22,1,15,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
spooky,22,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,22,7,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compassionate,22,2,9,3,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
contemptible,22,0,18,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greedy,22,9,2,2,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
transformative,22,0,12,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
justifiable,22,9,1,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
demonstrative,22,9,5,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sanguine,22,2,0,5,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
heartening,22,1,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
poisonous,22,3,11,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contemporary,22,8,5,1,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
relatable,22,10,7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liable,22,3,3,2,7,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
distasteful,22,1,18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
inflammatory,22,2,14,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tame,22,10,2,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
canadian,22,1,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
worthless,22,1,15,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
individual,22,11,5,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
idyllic,22,8,9,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
unsightly,22,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
timeless,22,0,16,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
antithetical,22,0,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
salacious,22,2,15,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sweeping,22,4,7,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
authoritative,22,4,6,1,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
painless,22,12,0,3,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
salient,21,13,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ethical,21,3,5,1,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
humane,21,2,5,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiring,21,3,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confrontational,21,9,2,1,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
vain,21,10,7,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offended,21,7,0,2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
dignified,21,1,12,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pointless,21,3,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
younger,21,3,0,12,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
unappealing,21,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pushy,21,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interactive,21,9,6,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
perverse,21,1,15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effectual,21,1,9,6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
instrumental,21,2,3,8,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
organized,21,6,5,2,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
injurious,21,1,12,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salty,21,5,1,1,10,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
unequal,21,6,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messy,21,6,7,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
fertile,21,7,2,0,1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
skinny,21,12,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
respectful,21,4,8,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
zealous,21,6,3,2,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
girly,21,3,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disagreeable,21,2,15,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
nimble,21,7,0,4,4,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
cohesive,21,7,3,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
western,20,0,14,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frivolous,20,4,10,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
quirky,20,4,7,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
peculiar,20,0,8,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single,20,13,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sleek,20,10,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
economical,20,8,4,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
counterproductive,20,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eligible,20,7,0,4,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
simpler,20,4,9,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
cognizant,20,8,0,3,2,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0
hip,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irish,20,2,9,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noisy,20,9,1,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
accommodating,20,6,0,1,6,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
prosaic,20,0,12,0,2,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0
singular,20,2,2,7,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
demeaning,20,0,15,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tiny,20,10,3,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
risk-free,20,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comic,20,4,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
visceral,20,7,6,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
anti-semitic,20,2,14,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
equivalent,20,3,6,3,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
insistent,20,8,5,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
comprehensible,20,7,5,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
reminiscent,20,0,16,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monolithic,20,13,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dismal,20,4,9,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
minded,20,7,1,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
intensive,20,3,10,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
experienced,20,2,1,4,1,2,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0
flavorful,20,6,2,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pristine,20,6,5,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
vexing,20,1,12,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oppressive,20,6,3,2,2,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
succinct,20,4,3,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
uncomplicated,20,12,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
bloody,20,8,4,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nuanced,20,2,7,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
agonizing,20,1,7,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civilized,20,7,4,1,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
questionable,19,2,12,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cathartic,19,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yummy,19,5,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catholic,19,1,9,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
loathsome,19,3,11,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrasive,19,2,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wretched,19,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissimilar,19,1,2,1,1,2,1,0,7,0,0,0,4,0,0,0,0,0,0,0,0
insurmountable,19,1,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rebellious,19,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outgoing,19,16,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tranquil,19,5,10,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
outraged,19,6,0,2,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sour,19,1,3,3,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cut,19,4,5,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
idle,19,7,4,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
bulky,19,4,8,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wiser,19,2,0,7,2,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0
rampant,19,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dismissive,19,10,1,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
adamant,19,7,0,6,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
awe,19,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weighty,19,4,5,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
nerve-wracking,19,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assertive,19,12,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ruthless,19,7,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
telling,19,0,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
relieved,19,8,0,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perplexing,19,0,6,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
descriptive,19,3,6,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cinematic,19,3,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
photogenic,19,1,3,8,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0
sickening,18,0,15,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
raucous,18,4,6,1,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
lengthy,18,3,4,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
optimal,18,3,5,2,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
fulfilling,18,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheaper,18,3,4,4,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
opaque,18,7,5,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
incongruous,18,0,12,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
sound,18,7,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
protective,18,1,7,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
irresistible,18,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transcendent,18,1,10,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
creamy,18,7,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effusive,18,3,0,2,4,0,2,1,2,2,0,0,2,0,0,0,0,0,0,0,0
idealistic,18,6,4,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
prudent,18,4,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hideous,18,0,9,3,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
stubborn,18,3,6,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
playful,18,6,8,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hectic,18,12,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
foundational,18,0,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radiant,18,13,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heavenly,18,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symmetrical,18,5,4,2,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
smaller,18,3,3,3,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0
marvelous,18,3,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pitiful,18,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abhorrent,18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theatrical,18,7,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adult,18,4,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harmonious,18,13,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
analogous,18,1,7,4,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
altruistic,18,5,6,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
erroneous,18,1,11,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unworthy,18,0,14,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
suspect,18,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cordial,18,10,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
german,18,5,6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urban,18,8,3,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
general,18,10,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wondrous,18,4,6,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
depraved,18,1,7,4,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
complacent,18,13,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
reluctant,18,6,0,3,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
flawless,18,3,3,3,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0
intelligible,18,1,5,2,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0
dazzling,18,5,3,4,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
monstrous,18,2,10,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
global,18,13,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amused,18,4,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bare,18,14,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
banal,18,2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eccentric,17,1,6,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cooperative,17,5,0,5,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0
engrossing,17,6,3,0,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
autobiographical,17,4,4,2,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
usable,17,1,3,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whimsical,17,3,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
sacrosanct,17,0,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
heartfelt,17,4,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
attributable,17,4,1,6,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pious,17,5,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imminent,17,10,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decorative,17,4,5,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
beholden,17,8,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
naughty,17,4,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
unsafe,17,5,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infectious,17,0,13,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
decent,17,2,7,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
implausible,17,0,8,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
merciful,17,4,1,2,5,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
solitary,17,3,6,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
mind-blowing,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exuberant,17,6,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
opposite,17,0,10,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
fantastical,17,0,12,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meaningless,17,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conceivable,17,4,3,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
taxing,17,0,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
inane,17,2,9,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ostentatious,17,1,11,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
treacherous,17,2,7,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unsure,17,13,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
organic,17,2,8,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ancient,17,1,8,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
laughable,17,1,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
incompatible,17,0,9,1,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
uninteresting,17,3,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square,17,9,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sticky,17,4,4,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cheesy,17,2,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
furious,17,8,0,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
live,17,5,3,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greasy,17,7,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandatory,17,3,3,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lean,17,6,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
devoted,17,2,1,5,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0
careless,17,10,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
electric,17,3,5,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sunny,17,8,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
charitable,17,3,0,1,5,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0
various,17,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
variable,17,2,8,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
galling,17,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solemn,16,3,5,1,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
puzzling,16,2,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucid,16,9,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
tenable,16,2,1,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preachy,16,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ornate,16,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sociable,16,9,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suicidal,16,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justified,16,8,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
readable,16,4,1,2,1,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0
same,16,6,4,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
theoretical,16,2,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irksome,16,0,12,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
round,16,3,3,4,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
carefree,16,11,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
respected,16,5,0,2,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
imaginable,16,4,2,2,1,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0
agile,16,9,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
caring,16,0,1,4,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
european,16,2,4,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baggy,16,1,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promiscuous,16,6,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undone,16,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
