bigram_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
especially_prominent,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_figurative,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_noble,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_secret,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_incorrect,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_natural,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_independent,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_sacrosanct,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_saccharine,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_horrific,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_monstrous,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_harsh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_mistaken,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_gripping,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_futuristic,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_fresh,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_fearful,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_neat,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_familiar,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_obvious,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_rocky,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_fair,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_okay,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_ripe,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_nervous,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_adversarial,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
especially_extraordinary,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_newsworthy,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_appalling,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_logical,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_intelligent,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_metallic,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_independent,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_mysterious,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_musical,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_modern,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_mind-blowing,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_mathematical,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_scant,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_insensitive,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_adaptable,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_meaningful,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_meaty,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_low,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_jewish,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_lovable,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_long,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_likely,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_meek,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_mellow,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_salacious,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_italian,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_inventive,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_fiery,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_unrealistic,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_feeble,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_keen,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_mad,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_loud,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_choppy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_chuffed,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_shocked,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_life-threatening,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ever_liable,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_classic,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_classy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_serious,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_cliched,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too_cheery,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_self-sufficient,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_instant,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
too_coherent,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_colorful,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_comforting,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_satisfying,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_firm,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_impressive,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
anyway_lawful,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_compassionate,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deliberately_malicious,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
very_literal,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_libertarian,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_captivating,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_surprised,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
too_brown,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_bullish,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_buttery,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_bouncy,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_campy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_supportive,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_one-sided,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_one-dimensional,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
definitively_good,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
definitively_superior,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_mean,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_nicer,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
very_loose,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_negative,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ever_neat,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deliberately_cruel,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_natural,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deliberately_destructive,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_mundane,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deliberately_funny,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_mean-spirited,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_risk-free,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_identical,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
even_infuriating,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
determinedly_quirky,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_exciting,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_excessive,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_excellent,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_evil,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_crisp,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_effortless,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_easier,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_crooked,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_eager,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_open,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too_crude,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_cowardly,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_diverse,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_cumbersome,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_obvious,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_disappointing,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_detailed,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_destructive,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ever_depressed,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
developmentally_wrong,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_defensive,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_cute,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_crass,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_familiar,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
very_liberal,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_consequential,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_homesick,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
totally_reliant,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_homeless,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_rational,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_quiet,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too_confidential,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_heavy,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
too_confrontational,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demonstrably_false,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_legitimate,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_green,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
too_cosy,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_gratuitous,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_grateful,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_genuine,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
totally_pleased,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_contrived,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_french,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_convinced,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_convoluted,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_cordial,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_lazy,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_overwhelming,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_wider,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
totally_surprising,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_sunny,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
traditionally_attractive,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_worth,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_wild,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_aged,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_agreeable,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_whole,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_sustainable,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
any_scarier,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deeply_intelligent,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_superfluous,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_weird,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_ideological,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_suicidal,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_stupid,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_philosophical,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too_ambiguous,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_sticky,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeply_sad,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_stationary,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
totally_useless,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deeply_serious,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_unusual,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_thirsty,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
traditionally_christian,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_brash,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darkly_funny,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exactly_adventurous,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoroughly_clean,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoroughly_complete,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evidently_wrong,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoroughly_detailed,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ever_worse,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_quicker,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_wonderful,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dangerously_wrong,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ever_weak,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_viable,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
too_adept,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darn_good,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_vertical,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ever_valuable,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_unplanned,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_abnormal,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_uninteresting,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_unexpected,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_unconditional,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
too_accurate,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_truer,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_sorry,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_sluggish,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
too_apologetic,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_poor,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ever_punitive,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_professional,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
too_believable,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_transparent,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_thinner,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
totally_thrilled,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_tougher,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_prepared,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_precise,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
too_blind,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_political,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too_apparent,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_polish,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
totally_sympathetic,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_pleasurable,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ever_pink,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_warmer,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very_loyal,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_peaceful,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_patronizing,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_past,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_passive,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_pushy,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_rational,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ever_realistic,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_redeemable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_skeptical,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_single,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
totally_unreasonable,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_apt,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_significant,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
any_smarter,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_shocking,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_sexy,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_arcane,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_unnecessary,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_severe,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ever_sentimental,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
too_arousing,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_satisfying,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
totally_uniform,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_satisfactory,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever_sarcastic,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deeply_wrong,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_atypical,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_available,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_relevant,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ever_crucial,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_dazed,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_deadly,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_asleep,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dramatically_effective,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
too_ethical,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_euphoric,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dramatically_interesting,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
totally_believable,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_playable,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
even_past,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_painful,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
totally_aware,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_exaggerated,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_older,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dramatically_compelling,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_okay,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_appropriate,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totally_amazing,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_obvious,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_insistent,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_excruciating,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apparently_supreme,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_nervous,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
