ADV,ADJ,be-adv-adj_without-not_counts
certainly,reasonable,3
too,attractive,36
still,small,169
too,experimental,11
so,maternal,1
totally,anticlimactic,3
especially,complimentary,1
almost,indistinguishable,55
only,interested,279
so,incompetent,10
still,helpful,4
pretty,painless,1
endlessly,watchable,1
often,equal,4
so,attractive,98
also,straight,1
completely,overemphasized,1
always,generous,8
yet,aware,2
very,friendly,195
still,satisfied,5
too,mature,38
very,american,65
very,extraordinary,5
just,incredible,161
relatively,unimportant,21
scarcely,different,6
especially,hurt,2
diabolically,intelligent,1
still,reluctant,121
still,subject,175
very,light,111
always,important,114
verbally,tricky,3
very,critical,153
so,nervous,309
very,instinctive,8
surprisingly,circumspect,1
very,rude,28
very,fashionable,15
much,interchangeable,10
simply,roasted,2
very,pleasant,103
only,delicious,2
equally,unreal,2
still,vibrant,15
particularly,unsettling,11
really,surprised,187
all,local,10
totally,outclassed,2
that,great,48
strikingly,reserved,2
very,familiar,172
very,well-dressed,11
almost,idyllic,1
so,full,349
very,hot,354
extraordinarily,sweet,2
so,shiny,7
financially,secure,67
as,necessary,31
totally,mindless,2
practically,synonymous,22
as,open,84
lightly,raced,3
too,confusing,60
too,strange,49
still,abysmal,5
still,liquid,1
already,problematic,2
totally,confused,31
so,fudged,1
relatively,undercapitalized,4
very,successful,621
absolutely,confident,64
quite,comfortable,129
essentially,unchanged,101
daily,average,2
very,real,387
too,adult,15
probably,incapable,9
exceptionally,strong,86
very,agile,9
pretty,level-headed,2
real,comfortable,32
very,gifted,26
quite,daring,3
nearly,modern,1
so,exotic,17
eerily,similar,93
as,plentiful,45
too,insular,7
previously,unregulated,2
always,condemnable,2
only,referential,1
hardly,fair,15
too,hefty,3
usually,revered,1
so,lucky,333
very,petite,1
especially,useful,164
sometimes,frustrating,11
generally,true,19
very,new,100
pretty,hard,473
only,available,319
morally,wrong,113
as,needy,4
so,essential,49
so,used,184
pretty,disgusted,10
so,taboo,4
just,entertaining,2
drop-dead,elegant,3
too,general,15
strongly,pejorative,2
now,illegal,36
almost,ours,2
once,true,3
absolutely,sure,137
downright,silly,17
publicly,taboo,2
currently,legal,6
always,endearing,1
always,delicate,2
very,grumpy,5
kinda,nice,10
very,surprised,711
so,moving,35
utterly,original,4
very,unfair,81
badly,rusted,5
so,suspect,4
too,minor,9
probably,expendable,1
fairly,quiet,42
so,sound,14
very,urgent,4
deeply,corrupt,6
very,competent,31
as,painless,4
already,profitable,24
so,shaky,22
particularly,virulent,4
somewhat,unstable,6
so,intense,590
especially,valuable,54
already,obsolete,25
very,willing,72
so,tough,240
as,appetizing,5
perhaps,crucial,1
still,worth,192
quite,confident,103
so,dangerous,98
perfectly,wonderful,8
probably,unaware,34
always,good,371
very,upbeat,66
absolutely,ridiculous,56
deeply,religious,54
slightly,radioactive,9
now,lord,1
so,narrow,93
so,central,79
so,unpopular,69
unusually,shaky,1
woefully,underperforming,1
pretty,dormant,1
already,factored,75
typically,reluctant,8
quite,improbable,2
marginally,fit,3
constitutionally,flawed,10
so,inept,61
extraordinarily,effective,12
proof,positive,52
as,uptight,8
pretty,excited,178
mostly,excited,1
so,ashamed,44
then,demerol,1
that,fragile,6
so,easy,821
too,predictable,58
clearly,evident,49
apparently,over,18
very,concise,4
famously,multisyllabic,1
now,pessimistic,5
extremely,expensive,63
also,public,1
racially,motivated,151
so,miserable,29
almost,unheard,162
also,encouraging,29
highly,prone,1
so,clear,222
no,melon,1
still,ongoing,56
highly,unusual,436
very,filamentary,1
very,cold,116
so,thrilling,16
physically,unable,27
really,nosy,3
very,useful,179
usually,sufficient,12
increasingly,cool,4
very,old,139
now,outmoded,7
pretty,active,12
pretty,conservative-looking,2
touchingly,musical,1
particularly,naked,1
usually,duets,1
particularly,effective,128
particularly,threatening,8
possibly,true,3
quite,sad,13
very,expensive,518
also,selfish,3
particularly,celebrated,5
largely,intact,28
only,ok,6
extremely,surprised,35
incredibly,cheap,31
almost,serene,17
strategically,red-shirted,1
probably,contingent,2
somewhat,soft,4
so,safe,50
so,rampant,59
incredibly,quiet,3
appallingly,high,2
slightly,asymmetrical,1
very,encouraged,162
really,exciting,167
incredibly,taxing,1
quite,controversial,10
deeply,concerned,376
already,evident,126
as,light,77
so,bizarre,97
relatively,quick,20
so,indebted,5
theoretically,possible,79
sufficiently,hydrated,2
once,concerned,6
just,play-acting,1
too,cute,59
theoretically,obscured,1
substantially,unchanged,5
almost,certain,1204
computationally,easy,2
very,artificial,5
so,rapid,45
very,playful,6
unctuously,polite,2
partly,fair,3
totally,useless,27
as,bigger-than-life,1
pretty,romantic,3
so,refreshing,58
too,brainy,3
tremendously,frustrating,3
about,unchanged,19
still,frightened,5
still,critical,12
too,quick,339
particularly,frightening,8
very,unlikely,361
typically,blunt,3
now,famous,23
equally,meticulous,1
initially,upset,4
presumably,well-paid,1
very,shaky,25
particularly,good,209
very,slim,95
usually,happy,20
politically,acceptable,20
almost,absent,9
very,complicated,200
particularly,close,45
potentially,equal,2
gratuitously,shocking,1
exactly,consistent,2
notably,dry,1
intrinsically,funny,1
distinctly,unpreposessing,1
rightfully,theirs,34
extremely,negative,21
now,skeptical,6
thoroughly,creditable,2
pleasingly,inconclusive,1
too,overwrought,4
roundly,enjoyable,1
grossly,exaggerated,42
often,fatal,30
immediately,apparent,112
scientifically,important,1
totally,committed,73
quite,terrible,5
really,convinced,17
extraordinarily,hard,6
very,scared,91
no,innocent,12
fiercely,critical,12
just,nonsense,24
too,violent,87
really,interested,283
surprisingly,small,30
very,patient,124
notoriously,choosy,2
also,afraid,49
usually,harmless,14
as,mainstream,18
really,theoretical,14
shockingly,bright,1
especially,positive,11
really,pleased,173
genuinely,frightened,5
already,edgy,7
as,elemental,19
too,severe,171
just,tired,187
particularly,anxious,46
already,dark,12
too,strict,85
too,inebriated,1
as,gray,20
as,fortunate,22
only,lovable,2
all,nit,2
so,backward,12
as,daring,21
very,daring,10
very,glad,206
very,silly,8
so,silly,72
mostly,right,8
bit,cheesy,1
just,banal,2
entirely,unreal,1
somehow,tacky,1
incredibly,boring,11
just,terrible,94
even,messy,1
also,popular,157
dangerously,unscientific,4
just,contrary,9
abundantly,clear,119
understandably,dubious,2
wonderfully,messy,3
so,complete,144
highly,photogenic,3
rightly,concerned,24
already,aware,58
so,much,410
so,apparent,27
somewhat,perplexed,5
very,direct,62
also,reluctant,80
incredibly,strong,45
also,visible,20
plainly,visible,25
first,visible,3
now,visible,16
extremely,important,559
very,worrisome,40
fifth,foul,1
so,furious,46
just,regrets,1
deeply,happy,1
really,happy,461
much,capable,2
hardly,encouraging,20
largely,ineffective,35
very,delighted,9
just,grateful,90
behind,puckett,1
real,happy,153
so,psyched,14
mostly,due,84
also,prone,55
absolutely,unique,22
entirely,ignorant,3
too,traumatic,14
so,cloudy,4
as,hawkish,1
fully,prepared,141
too,hyper,10
too,harsh,244
roberta,d'eustachio,4
purely,coincidental,76
still,superb,5
still,one-up,2
extremely,high,210
emotionally,healthy,7
clearly,inaccurate,2
increasingly,unforgiving,3
all,able,7
financially,lean,1
sharply,critical,253
that,burdensome,1
already,overburdened,6
largely,female,8
still,terrific,6
probably,surprised,2
so,frustrated,187
that,stupid,46
thoroughly,satisfied,5
properly,disengaging,1
decidedly,mixed,105
totally,unfounded,31
entirely,separate,26
so,boring,117
freshly,manicured,2
too,overwhelming,34
mentally,retarded,208
as,little,31
particularly,distressed,17
as,valuable,122
really,flattering,3
as,accessible,43
somewhat,obscure,8
also,commendable,1
so,unadventurous,1
universally,acclaimed,16
as,inventive,12
thoroughly,familiar,18
happily,responsive,1
completely,insane,8
so,honored,55
remarkably,free,41
totally,improbable,2
rather,warm,12
mostly,clear,12
too,diffuse,17
as,heroic,8
so-o-o,boring,2
relatively,unsophisticated,7
really,enthusiastic,17
surprisingly,cooperative,2
as,dramatic,113
definitely,due,8
yet,convinced,6
badly,outsized,2
almost,sure,200
still,soft,35
extremely,self-analytical,1
very,erratic,12
just,man-made,1
that,nice,6
relentlessly,upbeat,10
wholly,legitimate,2
very,generous,141
so,sick,242
as,lucky,49
keenly,interested,87
still,pound-for-pound,1
decidedly,hot,2
always,difficult,173
too,selfless,1
all,powerful,12
pretty,consistent,81
only,hot,3
consistently,competitive,5
perennially,shaky,1
as,fan-oriented,1
unfailingly,helpful,1
very,smooth,61
really,ok,20
very,wrong,193
very,upset,607
now,21-14,2
secretly,worried,1
too,peaceful,4
rather,tame,8
pretty,mild,13
so,nonexistent,3
perennially,optimistic,3
probably,misguided,1
guardedly,optimistic,103
only,15th,1
as,effective,445
as,powerful,218
as,formidable,26
extremely,exciting,25
so,anxious,169
almost,universal,58
incredibly,frustrating,11
very,basic,24
still,crucial,17
still,possible,705
strongly,evocative,2
too,defensive,4
increasingly,segregated,2
so,special,227
always,tough,117
as,impenetrable,5
so,outstanding,21
as,narrow,37
almost,embarrassed,44
often,poor,40
so,dominant,179
as,clear,223
politically,self-serving,1
as,large,613
quite,good,526
very,busy,283
too,afraid,203
extremely,cautious,83
now,willing,140
respectably,busy,1
predominantly,hispanic,20
still,warm,100
hardly,wholesome,1
back,east,11
probably,afraid,9
also,chinese-american,2
also,noteworthy,45
particularly,hard,164
so,ingrained,54
so,lenient,10
real,complicated,2
politically,delicate,13
equally,scornful,8
now,able,228
just,overwhelming,50
all,outsized,1
very,pro-europe,2
quite,amazing,83
so,derelict,4
particularly,vulnerable,364
extremely,friendly,26
ferociously,critical,1
still,idle,1
now,right,21
vitally,interested,13
too,unstable,33
extremely,fast,17
pretty,stingy,8
historically,disenfranchised,2
too,unpleasant,5
dramatically,different,100
real,smooth,3
too,absorb,1
astonishingly,cheeky,1
as,glittering,5
too,gut-wrenching,1
as,positive,28
especially,careful,28
just,lucky,130
so,late,66
strictly,one-on-one,1
completely,wrong,87
so,sad,248
totally,focused,46
previously,undefeated,2
now,27-0,3
now,34-1,1
so,unselfish,23
as,ineffective,30
especially,difficult,214
real,scared,10
very,disrespectful,10
reportedly,unhappy,8
so,risky,16
currently,worth,64
really,important,749
extremely,skeptical,36
still,conceivable,12
enormously,effective,19
still,sore,79
here,last,6
far,different,333
largely,legal,1
that,dangerous,9
pretty,ticked-off,3
so,competitive,192
as,unthinkable,17
pretty,unforgiving,3
this,low,2
very,straightforward,49
simply,terrific,10
extremely,uncoordinated,3
generally,supportive,63
quite,conservative,51
too,loyal,11
simply,incapable,26
potentially,harmful,17
too,valuable,137
very,incriminating,1
widely,available,563
still,unemployed,19
as,lean,12
too,foreign,3
usually,efficient,3
somewhat,loath,1
quite,appealing,11
surely,appropriate,1
too,accommodating,14
completely,clear,32
unusually,blunt,13
remarkably,blase,1
legally,binding,44
as,intimidating,20
almost,unrecognizable,42
as,ostentatious,2
rather,dusty,1
also,young,14
quite,large,102
longer,available,138
very,moderate,14
real,hard,146
as,evident,52
as,blameless,6
too,cold,256
alternately,practical,1
quite,different,831
increasingly,important,131
as,safe,198
downright,bloody,2
as,bad,1140
almost,unknown,95
as,fresh,116
especially,relieved,1
fairly,good,75
very,satisfying,116
so,superior,32
permanently,en-sconced,2
quite,stressful,2
always,avuncular,1
clearly,autobiographical,2
again,satisfied,1
as,exotic,22
deadly,dull,14
fundamentally,libertarian,1
too,ideological,2
so,hurt,18
extremely,ironic,5
pretty,tight,46
mighty,attractive,1
traditionally,sluggish,1
largely,unexplored,6
quite,early,7
fully,factored,4
rather,slow,27
also,pleased,54
pretty,optimistic,65
particularly,successful,80
highly,sensitive,110
also,easy,150
very,intent,19
quite,sweet,30
really,odd,9
probably,due,123
also,subject,114
essentially,flat,77
also,worried,178
fairly,cynical,1
so,jam-packed,3
very,ready,13
pretty,calm,27
as,dizzying,8
especially,suspicious,3
as,graceful,27
as,gripping,5
partly,sunny,49
fairly,jagged,2
still,dewy,6
obviously,blind,6
conservatively,coiffured,6
naturally,likable,6
probably,overdone,19
too,light,105
just,horrifying,3
highly,dubious,16
as,ignorant,25
remarkably,trouble-free,1
still,cautious,94
brutally,honest,49
overly,cautious,29
so,revolutionary,18
quite,frank,12
so,infectious,12
so,pathetic,29
fiercely,partisan,11
as,pure,62
very,skilled,23
also,unlikely,96
just,full,46
mostly,undistinguished,2
quite,downbeat,1
relatively,short,50
instantly,familiar,14
pretty,adept,11
usually,nice,6
rather,amazing,8
rather,unconvincing,1
so,irregular,12
only,40-39,2
completely,unable,3
perfectly,healthy,47
usually,subject,2
half,over,67
as,warm,49
pretty,undersized,1
so,active,88
perfectly,pure,1
virtually,wall-to-wall,1
much,present,23
all,libyan,1
still,early,187
much,aware,106
as,fascinating,51
positively,cute,1
also,wistful,2
physically,difficult,3
relatively,subtle,5
as,topical,8
bit,thin,14
potentially,significant,24
