ADV,ADJ,p1_counts
b'really',b'asset-hungry',2
b'probably',b'applicable',6
b'quite',b'typical',16
b'so',b'sophisticated',59
b'perfectly',b'legitimate',31
b'so',b'secret',64
b'mutually',b'owned',9
b'largely',b'unaffected',15
b'still',b'busy',48
b'very',b'optimistic',371
b'inherently',b'political',10
b'quite',b'clear',389
b'also',b'necessary',76
b'pretty',b'disappointing',32
b'generally',b'pro-hunting',1
b'jogging',b'alone',1
b'as',b'enormous',11
b'now',b'possible',226
b'currently',b'low',6
b'already',b'familiar',141
b'pretty',b'impressive',152
b'rather',b'different',33
b'very',b'impressionable',11
b'very',b'disturbing',122
b'completely',b'anonymous',5
b'socially',b'correct',4
b'thoroughly',b'convinced',24
b'fairly',b'easy',237
b'agonizingly',b'slow',45
b'almost',b'unconscious',6
b'fiendishly',b'difficult',9
b'too',b'poor',219
b'always',b'open',188
b'poignantly',b'uncomfortable',4
b'particularly',b'effective',157
b'often',b'inconsistent',8
b'always',b'precise',5
b'so',b'cheap',200
b'about',b'halfway',94
b'too',b'technical',22
b'absolutely',b'necessary',269
b'way',b'high',6
b'perfectly',b'innocent',11
b'actually',b'readable',2
b'really',b'terrific',15
b'too',b'shy',84
b'remarkably',b'consistent',54
b'now',b'available',1706
b'still',b'unprofitable',13
b'extremely',b'high',211
b'vitally',b'important',155
b'critically',b'injured',98
b'perfectly',b'objective',2
b'quite',b'expansionary',2
b'equally',b'bullish',9
b'as',b'welcome',76
b'really',b'tough',334
b'really',b'hard',736
b'so',b'disinterested',2
b'fully',b'computer-generated',38
b'as',b'fraught',29
b'again',b'easy',20
b'nicely',b'restrained',5
b'so',b'outstanding',22
b'also',b'right',90
b'deeply',b'rooted',46
b'entirely',b'female',2
b'very',b'sorry',278
b'often',b'apt',3
b'dangerously',b'misleading',5
b'still',b'unexplained',14
b'almost',b'poetic',5
b'largely',b'classified',1
b'pretty',b'stable',37
b'especially',b'atractive',2
b'generally',b'open',48
b'distinctly',b'mediterranean',2
b'particularly',b'magical',4
b'still',b'negotiable',4
b'now',b'certain',45
b'pretty',b'easy',318
b'already',b'low',56
b'very',b'creative',86
b'too',b'dominant',20
b'only',b'likely',79
b'still',b'unsatisfactory',4
b'mostly',b'due',76
b'too',b'close',429
b'now',b'due',25
b'often',b'incurable',4
b'even',b'sad',1
b'pretty',b'sad',58
b'absolutely',b'ridiculous',52
b'so',b'proud',603
b'too',b'severe',177
b'obviously',b'pleased',36
b'also',b'curious',23
b'clearly',b'unconstitutional',21
b'real',b'happy',150
b'very',b'confident',606
b'pretty',b'ridiculous',14
b'that',b'hard',70
b'pretty',b'darn',93
b'probably',b'misleading',2
b'too',b'cocky',29
b'almost',b'unrecognizable',49
b'just',b'remarkable',25
b'just',b'southwest',1
b'really',b'heartbreaking',6
b'so',b'scary',65
b'already',b'oversubscribed',4
b'clearly',b'diverse',1
b'as',b'nonexistent',4
b'technically',b'illegal',60
b'potentially',b'treatable',1
b'surprisingly',b'common',14
b'increasingly',b'unlikely',24
b'increasingly',b'concerned',200
b'increasingly',b'likely',106
b'rather',b'mild',16
b'roughly',b'comparable',33
b'highly',b'productive',20
b'enormously',b'expensive',35
b'incredibly',b'horrible',1
b'so',b'wrong',225
b'really',b'cool',276
b'so',b'rampant',56
b'very',b'disciplined',68
b'very',b'seductive',41
b'very',b'useful',179
b'absolutely',b'false',69
b'entirely',b'proper',20
b'generally',b'steady',3
b'particularly',b'bad',86
b'immensely',b'popular',141
b'so',b'pungent',10
b'hardly',b'pretty',1
b'really',b'concerned',190
b'pretty',b'levelheaded',1
b'really',b'small-time',1
b'very',b'upset',541
b'so',b'unfocused',3
b'immensely',b'difficult',10
b'clearly',b'correct',4
b'equally',b'intelligent',2
b'as',b'different',269
b'extraordinarily',b'concerned',1
b'extremely',b'scrupulous',1
b'that',b'difficult',69
b'about',b'ready',114
b'as',b'realistic',24
b'harshly',b'critical',107
b'largely',b'irrelevant',79
b'directly',b'transmissible',1
b'terribly',b'unlikely',2
b'pretty',b'healthy',39
b'just',b'great',249
b'as',b'clever',16
b'extra',b'nervous',1
b'purely',b'commercial',13
b'downright',b'alarmist',1
b'usually',b'able',23
b'often',b'general',2
b'sharply',b'critical',251
b'so',b'patriotic',5
b'very',b'precise',69
b'quite',b'alarming',4
b'just',b'spectacular',14
b'especially',b'welcome',110
b'securely',b'tethered',1
b'very',b'frustrated',129
b'really',b'hungry',30
b'real',b'valuable',1
b'definitely',b'ready',29
b'probably',b'unfamiliar',6
b'just',b'humongous',1
b'often',b'difficult',359
b'quite',b'phenomenal',5
b'very',b'open',213
b'still',b'right',48
b'highly',b'critical',273
b'mostly',b'private',1
b'really',b'supportive',18
b'so',b'sad',236
b'just',b'ecstatic',25
b'no',b'fool',84
b'so',b'ebullient',2
b'widely',b'available',524
b'readily',b'available',514
b'as',b'likely',499
b'exceedingly',b'violent',1
b'so',b'sore',49
b'definitely',b'unfair',3
b'often',b'wrathful',1
b'broadly',b'representative',3
b'too',b'good',1003
b'so',b'prevalent',128
b'virtually',b'absent',47
b'genuinely',b'excited',12
b'truly',b'american',7
b'mainly',b'sunny',84
b'also',b'beautiful',13
b'so',b'green',31
b'unbearably',b'miserable',5
b'also',b'suitable',27
b'high',b'relative',41
b'too',b'polluted',10
b'simply',b'unacceptable',55
b'now',b'6-0',16
b'acutely',b'sensitive',30
b'mandatorily',b'exchangeable',4
b'also',b'artistic',5
b'very',b'hot',334
b'often',b'jerky',4
b'approximately',b'immune',1
b'pretty',b'hopeful',6
b'very',b'damaging',93
b'definitely',b'sexual',2
b'unusually',b'supportive',1
b'mutually',b'dependent',4
b'also',b'infrequent',1
b'very',b'busy',236
b'just',b'lucky',122
b'very',b'painful',250
b'so',b'brutal',51
b'bleakly',b'funny',10
b'too',b'serious',95
b'outrageously',b'flirtatious',1
b'dead',b'wrong',259
b'especially',b'critical',115
b'all',b'tiny',3
b'really',b'uncanny',1
b'soooo',b'weird',2
b'authentically',b'weird',3
b'very',b'political',35
b'so',b'problematic',10
b'inherently',b'adversarial',2
b'largely',b'isolated',5
b'particularly',b'knowledgeable',6
b'extremely',b'disturbing',7
b'increasingly',b'easy',5
b'grossly',b'exaggerated',39
b'also',b'artificial',2
b'seemingly',b'inexhaustible',3
b'woefully',b'distant',1
b'scarcely',b'adequate',2
b'oddly',b'inconsequential',1
b'largely',b'sheltered',5
b'really',b'necessary',81
b'writ',b'large',43
b'clearly',b'evident',51
b'too',b'tough',257
b'already',b'predictable',1
b'actively',b'annoying',3
b'too',b'powerful',95
b'certainly',b'possible',113
b'highly',b'active',28
b'so',b'small',950
b'currently',b'available',271
b'fairly',b'well-informed',2
b'sufficiently',b'diluted',2
b'just',b'keen',2
b'very',b'surprised',655
b'quite',b'favorable',68
b'globally',b'satisfactory',2
b'much',b'ado',140
b'so',b'lucrative',36
b'so',b'competitive',187
b'still',b'worried',119
b'remotely',b'quiet',1
b'always',b'likely',18
b'really',b'cute',40
b'extremely',b'uncomfortable',19
b'increasingly',b'common',144
b'very',b'complicated',170
b'so',b'cold',297
b'barely',b'visible',116
b'already',b'available',282
b'as',b'precise',26
b'laugh-out-loud',b'funny',10
b'really',b'confused',22
b'just',b'extinct',1
b'notoriously',b'helpful',1
b'incredibly',b'ingenious',1
b'too',b'warm',62
b'all',b'beautiful',17
b'readily',b'familiar',1
b'hardly',b'profound',3
b'always',b'first',17
b'so',b'weary',11
b'so',b'expensive',356
b'merely',b'interested',13
b'dramatically',b'successful',6
b'downright',b'astounded',3
b'so',b'precise',74
b'so',b'subtle',82
b'still',b'unknown',262
b'any',b'good',186
b'truly',b'fundamental',3
b'so',b'sensitive',262
b'necessarily',b'wrong',10
b'chemically',b'similar',20
b'so',b'cautious',28
b'even',b'careful',1
b'also',b'effective',66
b'entirely',b'different',165
b'already',b'cold',5
b'still',b'hooked',5
b'so',b'distressed',31
b'already',b'dead',240
b'unexpectedly',b'good',2
b'still',b'fresh',249
b'very',b'favorable',102
b'relatively',b'few',50
b'as',b'weepy',2
b'that',b'fresh',3
b'so',b'onerous',20
b'always',b'unpredictable',11
b'clearly',b'offshoots',2
b'particularly',b'widespread',8
b'just',b'photocopied',2
b'as',b'close',945
b'unduly',b'concerned',18
b'totally',b'oblivious',12
b'as',b'few',8
b'only',b'retrospective',2
b'absolutely',b'aware',12
b'as',b'quiet',93
b'damn',b'sure',11
b'doubly',b'exciting',1
b'economically',b'dispossessed',8
b'doubly',b'wary',4
b'grocers',b'eager',1
b'painfully',b'shy',21
b'as',b'low',666
b'also',b'strong',208
b'particularly',b'concerned',484
b'absolutely',b'astonished',9
b'very',b'encouraged',119
b'so',b'localized',3
b'really',b'brave',10
b'very',b'hopeful',142
b'probably',b'correct',45
b'probably',b'loathe',1
b'mildly',b'intriguing',2
b'grievously',b'wrong',6
b'particularly',b'moving',7
b'scarcely',b'anti-catholic',2
b'pretty',b'moderate',7
b'awfully',b'extreme',2
b'largely',b'symbolic',146
b'so',b'fundamental',47
b'very',b'special',423
b'awfully',b'fortunate',2
b'still',b'poor',61
b'very',b'receptive',67
b'so',b'delicate',41
b'reasonably',b'optimistic',27
b'highly',b'likely',152
b'self',b'evident',7
b'as',b'elusive',44
b'so',b'cute',184
b'that',b'selfish',1
b'pretty',b'difficult',90
b'fairly',b'close',76
b'very',b'sensitive',485
b'certainly',b'willing',55
b'best',b'just',1
b'extremely',b'earnest',1
b'as',b'confused',27
b'very',b'worried',294
b'very',b'reminiscent',20
b'as',b'dangerous',155
b'so',b'painful',106
b'wide',b'open',410
b'no',b'secret',267
b'painfully',b'aware',130
b'also',b'political',10
b'so',b'farfetched',9
b'extremely',b'disappointed',134
b'very',b'focused',204
b'very',b'promising',70
b'really',b'antsy',1
b'real',b'peaceful',2
b'just',b'hard',158
b'very',b'sick',151
b'too',b'beholden',11
b'perfectly',b'fine',86
b'real',b'overpowering',1
b'so',b'impressive',157
b'totally',b'foreign',37
b'all',b'different',111
b'essentially',b'responsible',4
b'seismically',b'vulnerable',1
b'somewhat',b'hard',10
b'politically',b'embarrassing',12
b'also',b'likely',1019
b'very',b'watchful',9
b'too',b'traumatic',16
b'still',b'young',405
b'mostly',b'empty',72
b'insufficiently',b'appealing',1
b'so',b'empty',28
b'especially',b'concerned',207
b'physically',b'impossible',46
b'totally',b'surprised',42
b'perilously',b'close',69
b'pretty',b'scant',1
b'definitely',b'erratic',1
b'really',b'difficult',207
b'absolutely',b'distraught',3
b'even',b'complete',1
b'also',b'distressed',17
b'almost',b'unchanged',132
b'still',b'beloved',13
b'always',b'willing',175
b'6-feet',b'tall',4
b'especially',b'close',30
b'really',b'fit',7
b'especially',b'harsh',26
b'so',b'far-reaching',22
b'awfully',b'impressive',9
b'rather',b'remarkable',8
b'too',b'intrusive',41
b'nearly',b'perfect',69
b'very',b'responsive',82
b'really',b'easy',128
b'indeed',b'regal',1
b'essentially',b'symbolic',9
b'totally',b'groundless',9
b'pretty',b'heavy',22
b'unusually',b'talkative',1
b'as',b'unpredictable',40
b'still',b'lackluster',8
b'indeed',b'different',18
b'very',b'fierce',4
b'too',b'mild',33
b'marginally',b'positive',2
b'fully',b'acceptable',1
b'indeed',b'timely',1
b'religiously',b'ambiguous',1
b'pretty',b'substantive',1
b'nonetheless',b'difficult',2
b'solely',b'due',7
b'quite',b'stern',1
b'very',b'little',63
b'quite',b'low',92
b'as',b'pretty',31
b'fundamentally',b'strong',15
b'very',b'expensive',546
b'extremely',b'pleased',210
b'very',b'skinny',12
b'always',b'good',365
b'as',b'robust',141
b'absolutely',b'ready',18
b'entirely',b'realistic',2
b'hardly',b'few',1
b'extraordinarily',b'unlikely',5
b'pretty',b'real',4
b'politically',b'unacceptable',24
b'cautiously',b'optimistic',413
b'very',b'appreciative',62
b'cautiously',b'confident',4
b'too',b'conservative',262
b'extraordinarily',b'important',34
b'extremely',b'rare',403
b'very',b'bleak',38
b'certainly',b'appropriate',23
b'absolutely',b'inevitable',3
b'also',b'normal',3
b'unusually',b'dramatic',2
b'so',b'incapable',2
b'particularly',b'aggravating',5
b'always',b'safe',13
b'very',b'safe',94
b'admittedly',b'uncertain',1
b'perfectly',b'safe',79
b'almost',b'meaningless',37
b'incredibly',b'cruel',2
b'near',b'downtown',11
b'as',b'fierce',49
b'always',b'convinced',22
b'deeply',b'cliche-ridden',3
b'enormously',b'appealing',16
b'very',b'isolationist',5
b'real',b'pleased',52
b'just',b'outside',5
b'so',b'entrenched',62
b'extremely',b'effective',69
b'so',b'alien',16
b'excessively',b'expensive',5
b'hardly',b'unreasonable',8
b'so',b'forthcoming',12
b'sadly',b'underbuilt',2
b'fairly',b'high',65
b'particularly',b'noticeable',37
b'absolutely',b'right',301
b'relatively',b'flat',63
b'particularly',b'sobering',6
b'practically',b'ambassadors',2
b'notably',b'different',12
b'neither',b'surprising',1
b'technologically',b'advanced',18
b'painfully',b'proper',2
b'largely',b'meaningless',16
b'particularly',b'worrisome',51
b'particularly',b'contentious',6
b'overwhelmingly',b'supportive',16
b'always',b'naked',2
b'now',b'missing',2
b'so',b'concerned',448
b'relatively',b'lucky',22
b'now',b'legal',33
b'as',b'full',66
b'politically',b'powerful',13
b'so',b'grand',14
b'so',b'elegant',20
b'hardly',b'certain',9
b'so',b'frisky',2
b'so',b'fierce',109
b'very',b'evident',66
b'clearly',b'worth',17
b'really',b'committed',12
b'too',b'numerous',49
b'so',b'unexpected',55
b'as',b'cheerful',7
b'still',b'lucid',4
b'always',b'late',56
b'largely',b'dependent',47
b'purely',b'harmless',1
b'also',b'convinced',59
b'still',b'bitter',63
b'too',b'bad',1335
b'widely',b'unpopular',23
b'out',b'early',4
b'definitely',b'aware',11
b'really',b'horrible',19
b'relatively',b'inexperienced',15
b'virtually',b'impossible',737
b'economically',b'driven',4
b'strikingly',b'similar',115
b'politically',b'active',65
b'very',b'invigorating',8
b'so',b'warm',72
b'as',b'powerful',131
b'probably',b'safe',129
b'just',b'spacey',4
b'also',b'different',90
b'mentally',b'ill',312
b'often',b'idyllic',2
b'no',b'race-baiting',2
b'only',b'half-right',5
b'understandably',b'keen',9
b'highly',b'competitive',112
b'especially',b'lucrative',14
b'really',b'remarkable',40
b'so',b'shallow',27
b'truly',b'alone',6
b'ever',b'young',3
b'frankly',b'disgraceful',1
b'frighteningly',b'efficient',1
b'really',b'wrong',81
b'equally',b'possible',16
b'so',b'easy',1002
b'also',b'shrewd',12
b'especially',b'difficult',240
b'strangely',b'quiet',20
b'all',b'chinese',9
b'strategically',b'crucial',3
b'extremely',b'weak',40
b'as',b'susceptible',15
b'economically',b'very',4
b'very',b'unsophisticated',5
b'especially',b'attractive',82
b'so',b'valuable',111
b'overly',b'burdensome',10
b'equally',b'raucous',1
b'reasonably',b'happy',35
b'also',b'complex',3
b'always',b'skeptical',22
b'particularly',b'active',72
b'unusually',b'small',9
b'too',b'vague',229
b'now',b'low',7
b'very',b'individualistic',9
b'very',b'flexible',56
b'real',b'reinforcing',1
b'equally',b'accessible',4
b'indeed',b'sarin',2
b'already',b'aware',62
b'privately',b'cynical',2
b'still',b'affiliated',2
b'nevertheless',b'convinced',7
b'generally',b'shocked',2
b'ever',b'likely',100
b'sometimes',b'humorous',2
b'too',b'scared',173
b'as',b'natural',135
b'very',b'irritated',4
b'also',b'riddled',7
b'as',b'frustrated',32
b'entirely',b'accurate',32
b'dangerously',b'indiscreet',2
b'foolishly',b'sentimental',2
b'very',b'rare',381
b'extremely',b'comfortable',25
b'quite',b'easy',74
b'so',b'sparse',21
b'relatively',b'peaceful',18
b'also',b'apparent',67
b'particularly',b'notorious',4
b'particularly',b'harsh',36
b'relatively',b'photogenic',3
b'very',b'nervous',315
b'also',b'easy',153
b'so',b'labored',7
b'very',b'sweet',102
b'over',b'qualified',3
b'very',b'selective',101
b'little',b'different',106
b'now',b'worth',629
b'quite',b'high',116
b'usually',b'cheap',3
b'apparently',b'attractive',3
b'quite',b'capable',142
b'so',b'astute',8
b'merely',b'embarrassing',5
b'phenomenally',b'successful',21
b'rarely',b'right',3
b'clearly',b'good',9
b'as',b'absurd',28
b'as',b'un-hollywood',2
b'supportively',b'attentive',2
b'kinda',b'cool',18
b'as',b'bright',98
b'as',b'optimistic',69
b'really',b'crazy',53
b'especially',b'keen',43
b'resolutely',b'nonideological',3
b'so',b'bright',141
b'now',b'ubiquitous',9
b'deliberately',b'ambiguous',15
b'relatively',b'modest',115
b'so',b'far-flung',4
b'increasingly',b'worried',88
b'so',b'awful',123
b'fairly',b'clear',103
b'solely',b'responsible',76
b'singularly',b'unenthusiastic',2
b'very',b'admirable',24
b'so',b'unhappy',106
b'so',b'strict',51
b'too',b'careful',112
b'so',b'universal',26
b'as',b'shortsighted',3
b'still',b'extant',7
b'very',b'depressed',80
b'virtually',b'unhittable',15
b'just',b'incredible',175
b'technically',b'ready',2
b'always',b'tight',13
b'that',b'bad',318
b'quite',b'certain',78
b'downright',b'creepy',10
b'too',b'smart',229
b'somewhat',b'disingenuous',4
b'real',b'friendly',13
b'particularly',b'sweet',26
b'just',b'psychotic',1
b'really',b'disappointed',119
b'nearly',b'zen-like',1
