l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
hitherto,quiescent,3,2.4186083e-02,115243,92159,9582,59583,62053,114127,2.2993375e+01,4.9777837e+00,2.0966910e+00,1.2036108e-03,6.5402853e-03,6.5694749e-04,4530,455,85220496
briefly,chief,3,2.4131707e-02,115230,92121,9583,37519,95894,83194,2.2999426e+01,4.9807162e+00,2.0965944e+00,1.8320611e-03,3.5134568e-03,1.2256808e-03,2428,847,85220496
mainly,arab,161,1.3651998e+00,8862,7223,9584,6360,10283,33686,1.2257531e+03,2.6361097e+02,2.0964526e+00,7.9251784e-03,5.1496970e-02,4.2553992e-03,37530,3100,85220496
nowadays,worldwide,3,2.4137621e-02,115236,92130,9585,34986,104490,76490,2.2997118e+01,4.9803969e+00,2.0963638e+00,1.9486846e-03,3.0366292e-03,1.4177874e-03,2099,980,85220496
elegantly,uniformed,4,3.2255069e-02,97385,78148,9586,39675,69917,91808,3.0653815e+01,6.6366701e+00,2.0963441e+00,1.7444396e-03,5.5963018e-03,1.0234525e-03,3877,709,85220496
elaborately,convoluted,8,6.4766133e-02,64381,51717,9587,30659,159732,14949,6.1275872e+01,1.3259580e+01,2.0963302e+00,2.1866885e-03,1.2278873e-03,9.2919361e-03,854,6463,85220496
anti,gay,40,3.3987458e-01,23267,18923,9588,35537,173945,2122,3.0442832e+02,6.5457873e+01,2.0962110e+00,1.9222452e-03,9.6991380e-04,5.6017592e-02,708,40910,85220496
religiously,uncommitted,5,4.0522787e-02,85315,68483,9589,55635,42848,112531,3.8290099e+01,8.2848811e+00,2.0961622e+00,1.2815584e-03,1.0529734e-02,6.7647353e-04,7332,471,85220496
kindly,former,6,4.8381530e-02,76528,61450,9590,22559,124012,36443,4.5977913e+01,9.9550630e+00,2.0961285e+00,2.8362089e-03,2.1970497e-03,3.9104631e-03,1522,2709,85220496
emphatically,unnamed,3,2.4154295e-02,115244,92138,9591,35790,154143,43507,2.2993270e+01,4.9794972e+00,2.0961023e+00,1.9096117e-03,1.3459624e-03,3.1964320e-03,931,2211,85220496
gleefully,savage,10,8.0817882e-02,56261,45188,9592,16939,112449,26867,7.6604301e+01,1.6581981e+01,2.0959901e+00,3.5848718e-03,2.6558546e-03,5.3792824e-03,1844,3735,85220496
endlessly,renewable,68,5.5747454e-01,16265,13184,9593,5606,29923,24316,5.1993683e+02,1.1233528e+02,2.0959573e+00,8.7280195e-03,1.6216835e-02,5.9048907e-03,11423,4159,85220496
faintly,audible,42,3.4214833e-01,22427,18147,9594,6727,64555,14459,3.2139918e+02,6.9499096e+01,2.0959221e+00,7.5997467e-03,6.2152959e-03,9.5770065e-03,4350,6703,85220496
self-consciously,showy,4,3.2246996e-02,97394,78144,9595,30619,146301,37860,3.0650447e+01,6.6371050e+00,2.0958656e+00,2.1893815e-03,1.5290458e-03,3.7467444e-03,1059,2595,85220496
understandably,furious,124,1.0226404e+00,10688,8679,9596,3494,27245,14526,9.4735125e+02,2.0452613e+02,2.0958370e+00,1.2619581e-02,1.8193360e-02,9.5404876e-03,12892,6760,85220496
amusingly,caustic,5,4.0325264e-02,85284,68430,9597,24091,116109,47500,3.8309424e+01,8.2954915e+00,2.0957251e+00,2.6910657e-03,2.5011549e-03,2.8619594e-03,1733,1983,85220496
almost,mythic,417,5.4748579e+00,4486,3804,9598,36019,473,95619,2.9768196e+03,6.0359446e+02,2.0957097e+00,1.8990844e-03,3.8641341e-01,9.4420742e-04,438094,1065,85220496
strictly,hierarchical,85,7.1505228e-01,13999,11372,9599,11061,12040,50195,6.4766288e+02,1.3946687e+02,2.0956522e+00,5.0717504e-03,4.3694586e-02,2.6690789e-03,31590,1929,85220496
nationally,unifying,12,9.7816751e-02,50256,40498,9600,30461,33080,85010,9.1811618e+01,1.9853682e+01,2.0955848e+00,2.1982048e-03,1.4409562e-02,1.1795078e-03,10092,826,85220496
empirically,unsound,6,4.8443029e-02,76553,61468,9601,22489,123314,36840,4.5962650e+01,9.9517528e+00,2.0955665e+00,2.8436019e-03,2.2216290e-03,3.8622093e-03,1541,2679,85220496
deliciously,catty,11,9.0428950e-02,53115,42789,9602,54029,22098,112845,8.4064646e+01,1.8158698e+01,2.0954703e+00,1.3174442e-03,2.2967646e-02,6.7256215e-04,16224,475,85220496
gloriously,lo-fi,7,5.6814149e-02,69838,55995,9603,37889,44423,93420,5.3584929e+01,1.1594429e+01,2.0954641e+00,1.8165304e-03,1.0062670e-02,9.8956215e-04,7017,690,85220496
outlandishly,implausible,6,4.8570440e-02,76572,61495,9604,32797,161561,19640,4.5945064e+01,9.9449084e+00,2.0954265e+00,2.0611474e-03,1.1920245e-03,7.1791164e-03,829,4993,85220496
electorally,impotent,3,2.4192772e-02,115268,92162,9605,36036,154917,43071,2.2983857e+01,4.9774234e+00,2.0954198e+00,1.8981335e-03,1.3279275e-03,3.2346080e-03,920,2241,85220496
empirically,false,75,6.3395452e-01,15259,12429,9606,14326,126189,2530,5.7106523e+02,1.2290315e+02,2.0954157e+00,4.0983607e-03,2.1220415e-03,4.8259176e-02,1541,35059,85220496
coolly,controlled,3,2.4184710e-02,115265,92157,9607,32731,137022,53806,2.2984746e+01,4.9778577e+00,2.0954046e+00,2.0646937e-03,1.7745223e-03,2.4213655e-03,1229,1677,85220496
memorably,offbeat,5,4.0355433e-02,85301,68439,9608,24143,116958,47014,3.8302022e+01,8.2938676e+00,2.0954017e+00,2.6874496e-03,2.4675431e-03,2.8987400e-03,1711,2010,85220496
aggressively,flirtatious,9,7.2939073e-02,59987,48177,9609,23546,54390,69852,6.8906702e+01,1.4912890e+01,2.0953942e+00,2.7397260e-03,7.7898612e-03,1.6459493e-03,5424,1146,85220496
harmonically,dare,10,8.1422666e-02,56305,45241,9610,33165,166491,10549,7.6516138e+01,1.6549602e+01,2.0953777e+00,2.0401918e-03,1.0979113e-03,1.2914931e-02,768,9035,85220496
qualitatively,different,1540,2.8787046e+01,1612,1388,9611,18353,140794,100,1.0334887e+04,1.9928049e+03,2.0953720e+00,3.3561069e-03,1.6694359e-03,5.6369284e-01,2681,915049,85220496
intermittently,amusing,50,4.1587756e-01,19985,16207,9612,14636,125927,3859,3.8150983e+02,8.2285502e+01,2.0953187e+00,4.0309578e-03,2.1299354e-03,3.2578849e-02,1522,23286,85220496
characteristically,ebullient,7,5.6752169e-02,69835,55980,9613,31661,51955,83875,5.3588920e+01,1.1597748e+01,2.0952372e+00,2.1257212e-03,8.2462190e-03,1.2088642e-03,5744,842,85220496
exceedingly,sorrowful,59,4.9867646e-01,17935,14554,9614,19060,10939,69220,4.4921781e+02,9.6685581e+01,2.0952357e+00,3.2553520e-03,4.8229313e-02,1.6704833e-03,35035,1213,85220496
famously,tempestuous,12,9.8677248e-02,50294,40552,9615,48085,22652,106940,9.1694001e+01,1.9808037e+01,2.0951191e+00,1.4688781e-03,2.2371047e-02,7.5305438e-04,15807,532,85220496
currently,incurable,167,1.5744702e+00,8741,7184,9616,23055,2980,77276,1.2527361e+03,2.6574502e+02,2.0951006e+00,2.7839133e-03,1.4652588e-01,1.3938757e-03,118846,1129,85220496
brightly,polished,12,9.7304949e-02,50235,40472,9617,16060,114200,21398,9.1859821e+01,1.9881022e+01,2.0950534e+00,3.7441498e-03,2.5809495e-03,6.6201035e-03,1798,4612,85220496
painstakingly,even-handed,3,2.4213048e-02,115284,92171,9618,35840,101520,78987,2.2978795e+01,4.9763319e+00,2.0950448e+00,1.9071837e-03,3.1929394e-03,1.3441121e-03,2214,932,85220496
resolutely,interdisciplinary,7,5.6610114e-02,69827,55953,9619,19724,95943,47700,5.3602098e+01,1.1605367e+01,2.0949694e+00,3.1695721e-03,3.5103898e-03,2.8468998e-03,2439,1978,85220496
carefully,covered,3,2.4252616e-02,115299,92196,9620,48311,75238,100924,2.2973169e+01,4.9742045e+00,2.0949340e+00,1.4623446e-03,5.0608298e-03,8.4662024e-04,3515,588,85220496
monstrously,huge,112,9.5507032e-01,11565,9412,9621,10482,110143,2180,8.5167421e+02,1.8310748e+02,2.0949256e+00,5.2986399e-03,2.7599783e-03,5.4919666e-02,2022,40253,85220496
blatantly,anti-union,9,7.3708372e-02,60045,48254,9622,51232,27838,109567,6.8800718e+01,1.4871881e+01,2.0948137e+00,1.3855746e-03,1.7746211e-02,7.1489429e-04,12488,503,85220496
blindly,superstitious,5,4.0439180e-02,85324,68458,9623,27584,141997,32919,3.8284605e+01,8.2893659e+00,2.0947775e+00,2.3992322e-03,1.6363369e-03,4.3620290e-03,1137,3031,85220496
logically,equivalent,86,7.0991260e-01,13868,11231,9624,5190,66924,6505,6.5674554e+02,1.4181392e+02,2.0947757e+00,9.2522862e-03,5.9305121e-03,2.0279196e-02,4206,14384,85220496
creatively,constipated,4,3.2369396e-02,97443,78189,9625,38959,71349,90660,3.0625225e+01,6.6305236e+00,2.0947513e+00,1.7726568e-03,5.4426125e-03,1.0485747e-03,3784,729,85220496
borderline,unbearable,30,2.4495600e-01,28082,22751,9626,9752,93441,11862,2.2941756e+02,4.9612161e+01,2.0946879e+00,5.6090493e-03,3.6607064e-03,1.1587204e-02,2568,8129,85220496
joyously,raucous,3,2.4248509e-02,115303,92191,9627,40811,168222,35560,2.2971703e+01,4.9744252e+00,2.0946458e+00,1.7011625e-03,1.0685274e-03,4.0104817e-03,742,2785,85220496
politically,infeasible,108,1.0356911e+00,12029,9891,9628,42985,2604,103147,8.0810525e+02,1.7106110e+02,2.0945844e+00,1.6241334e-03,1.6036754e-01,8.0959031e-04,132327,667,85220496
savagely,right-wing,3,2.4236810e-02,115300,92183,9629,34626,149276,46433,2.2972548e+01,4.9750539e+00,2.0945591e+00,1.9646365e-03,1.4566004e-03,2.9434209e-03,1011,2043,85220496
both,educative,78,7.5636235e-01,15047,12415,9630,65398,2395,124002,5.8271245e+02,1.2316748e+02,2.0945495e+00,1.0976639e-03,1.6976714e-01,5.4616353e-04,141665,455,85220496
mostly,afghan,115,1.1856688e+00,11567,9615,9631,60755,1595,120183,8.5162682e+02,1.7853060e+02,2.0945464e+00,1.1804921e-03,2.1887505e-01,5.8706236e-04,194314,520,85220496
disgustingly,dirty,63,5.2334002e-01,17121,13864,9632,9880,104287,4448,4.8067202e+02,1.0371451e+02,2.0945377e+00,5.5575159e-03,3.0489700e-03,2.8712433e-02,2176,20496,85220496
irresistibly,charming,145,1.2195997e+00,9564,7784,9633,5254,74321,3260,1.1044953e+03,2.3792415e+02,2.0945208e+00,9.1580875e-03,5.1464403e-03,3.8662725e-02,3719,27947,85220496
promptly,reachable,3,2.4278103e-02,115316,92209,9634,49138,183261,27997,2.2967179e+01,4.9728361e+00,2.0945160e+00,1.4395393e-03,8.2846529e-04,5.1662188e-03,576,3592,85220496
delectably,indulgent,4,3.2405068e-02,97456,78199,9635,42038,174963,23970,3.0618231e+01,6.6286103e+00,2.0944645e+00,1.6587186e-03,9.5402466e-04,5.9753401e-03,664,4159,85220496
entertainingly,scathing,3,2.4248110e-02,115305,92190,9636,35727,153744,43905,2.2970124e+01,4.9744466e+00,2.0944079e+00,1.9126554e-03,1.3551132e-03,3.1623642e-03,941,2196,85220496
slyly,suggestive,10,8.1442368e-02,56313,45244,9637,27803,154926,12851,7.6491239e+01,1.6548551e+01,2.0943887e+00,2.3809524e-03,1.3277242e-03,1.0676712e-02,929,7471,85220496
intolerably,oppressive,8,6.5027913e-02,64418,51750,9638,29314,156557,15890,6.1208342e+01,1.3245566e+01,2.0943856e+00,2.2727273e-03,1.2930656e-03,8.7874376e-03,903,6137,85220496
before,dark,87,7.9875250e-01,13900,11373,9639,38664,179043,864,6.5488456e+02,1.3944469e+02,2.0943752e+00,1.7840481e-03,8.9126390e-04,1.2262014e-01,703,96828,85220496
regularly,alternate,6,4.8601160e-02,76584,61506,9640,24692,78853,65928,4.5926590e+01,9.9432608e+00,2.0943510e+00,2.6362039e-03,4.7346751e-03,1.8062607e-03,3295,1257,85220496
ardently,devout,3,2.4307873e-02,115329,92232,9641,55992,192537,23613,2.2962190e+01,4.9712394e+00,2.0943209e+00,1.2738854e-03,7.0534237e-04,6.0605077e-03,491,4219,85220496
brazenly,contemptuous,3,2.4251490e-02,115309,92193,9642,32797,137231,53777,2.2968322e+01,4.9742650e+00,2.0942051e+00,2.0611474e-03,1.7681564e-03,2.4232829e-03,1228,1683,85220496
blandly,reassuring,12,9.7968756e-02,50270,40509,9643,26902,154272,10817,9.1755283e+01,1.9845590e+01,2.0942001e+00,2.4477307e-03,1.3430294e-03,1.2634992e-02,942,8863,85220496
progressively,deteriorating,12,9.8520490e-02,50298,40543,9644,39371,26903,97135,9.1686467e+01,1.9816322e+01,2.0941417e+00,1.7566974e-03,1.8452046e-02,9.1444247e-04,13017,645,85220496
lightly,baked,6,4.8942029e-02,76635,61583,9645,52742,38500,110094,4.5880332e+01,9.9250488e+00,2.0940195e+00,1.3475576e-03,1.1998171e-02,7.0777087e-04,8409,496,85220496
almost,superhuman,569,7.4900169e+00,3551,3006,9646,25226,477,80844,4.0583597e+03,8.2296461e+02,2.0939976e+00,2.5890056e-03,3.8539436e-01,1.2883341e-03,438094,1457,85220496
theoretically,unlimited,120,9.9272187e-01,10941,8913,9647,3472,43942,8158,9.1591925e+02,1.9776710e+02,2.0939956e+00,1.2685660e-02,1.0199981e-02,1.6416194e-02,7250,11669,85220496
inexcusably,defective,3,2.4311522e-02,115334,92238,9648,50080,184620,27355,2.2959289e+01,4.9710439e+00,2.0939620e+00,1.4140938e-03,8.0864592e-04,5.2854496e-03,563,3680,85220496
beautifully,ornate,159,1.3356333e+00,8945,7269,9649,4322,14892,22778,1.2111232e+03,2.6098505e+02,2.0939057e+00,1.0681536e-02,3.4999490e-02,6.2420298e-03,25266,4505,85220496
perennially,frozen,3,2.4311053e-02,115338,92237,9650,47682,76334,100061,2.2958589e+01,4.9710690e+00,2.0938512e+00,1.4803849e-03,4.9595165e-03,8.6180409e-04,3453,600,85220496
coolly,contemptuous,3,2.4271239e-02,115327,92203,9651,32806,137233,53811,2.2963471e+01,4.9732045e+00,2.0938507e+00,2.0604396e-03,1.7681447e-03,2.4212951e-03,1229,1683,85220496
formidably,armed,14,1.1582718e-01,45803,37000,9652,46499,187249,5108,1.0684793e+02,2.3072323e+01,2.0937602e+00,1.5137590e-03,7.7378377e-04,2.5244113e-02,550,17947,85220496
flatly,incompatible,11,8.9685233e-02,53092,42731,9653,24066,145878,13628,8.4112553e+01,1.8198150e+01,2.0937588e+00,2.6934378e-03,1.5389595e-03,1.0121014e-02,1078,7090,85220496
blindly,optimistic,122,1.1020911e+00,10909,8951,9654,21864,148922,1025,9.2019354e+02,1.9640144e+02,2.0936523e+00,2.9137460e-03,1.4650042e-03,1.0633203e-01,1137,82604,85220496
softly,translucent,5,4.0540881e-02,85364,68490,9655,26217,135557,36373,3.8258378e+01,8.2839117e+00,2.0935715e+00,2.5031289e-03,1.8173756e-03,3.9174825e-03,1266,2729,85220496
badly,dilapidated,6,4.8858106e-02,76630,61560,9656,39610,49124,94795,4.5883431e+01,9.9295209e+00,2.0934955e+00,1.7472335e-03,8.8559357e-03,9.6055110e-04,6196,672,85220496
geometrically,irregular,5,4.0615159e-02,85379,68506,9657,33503,160644,24450,3.8246949e+01,8.2799368e+00,2.0933670e+00,2.0222447e-03,1.2093693e-03,5.8761066e-03,844,4101,85220496
undeniably,catchy,280,2.3511906e+00,5804,4724,9658,1980,21858,8084,2.1325581e+03,4.5964120e+02,2.0933394e+00,1.9496571e-02,2.3264720e-02,1.6542772e-02,16787,11936,85220496
lovingly,steadfast,3,2.4307979e-02,115348,92233,9659,33659,143898,49866,2.2954737e+01,4.9712338e+00,2.0932330e+00,2.0140987e-03,1.5887653e-03,2.6905340e-03,1106,1873,85220496
hitherto,prevail,6,4.8797416e-02,76627,61547,9660,30385,62491,80007,4.5886132e+01,9.9327597e+00,2.0931501e+00,2.2026432e-03,6.4828613e-03,1.3138011e-03,4530,918,85220496
misleadingly,simplistic,10,8.2493606e-02,56370,45339,9661,54819,195979,6247,7.6334315e+01,1.6492852e+01,2.0931123e+00,1.2989543e-03,6.6456142e-04,2.1056393e-02,471,14926,85220496
curiously,old-fashioned,23,1.8808323e-01,33422,26999,9662,11072,46486,41075,1.7576439e+02,3.8020916e+01,2.0930097e+00,5.0688705e-03,9.4973188e-03,3.4188076e-03,6673,2402,85220496
theologically,illiterate,17,1.3864928e-01,40524,32700,9663,12025,93772,21447,1.2995716e+02,2.8122026e+01,2.0929950e+00,4.7340574e-03,3.6419583e-03,6.6073102e-03,2552,4630,85220496
lively,jazz,3,2.4391421e-02,115375,92287,9664,59395,62704,113887,2.2942813e+01,4.9667690e+00,2.0929833e+00,1.2072435e-03,6.4547173e-03,6.5996142e-04,4509,461,85220496
beyond,elated,52,4.3018208e-01,19496,15802,9665,8878,24360,40051,3.9677189e+02,8.5698941e+01,2.0929382e+00,6.0574291e-03,2.0636787e-02,3.5159302e-03,14670,2499,85220496
quintessentially,colonial,6,4.8884015e-02,76642,61566,9666,34294,55971,86963,4.5870108e+01,9.9281394e+00,2.0927519e+00,1.9828156e-03,7.5141052e-03,1.1314607e-03,5260,792,85220496
grimly,resolute,6,4.8752779e-02,76628,61540,9667,21992,117267,40492,4.5885848e+01,9.9351444e+00,2.0927301e+00,2.8999517e-03,2.4552048e-03,3.4722094e-03,1714,2424,85220496
nicely,springy,6,4.8946606e-02,76650,61584,9668,39622,49207,94807,4.5861808e+01,9.9248051e+00,2.0927035e+00,1.7464707e-03,8.8426455e-03,9.6022689e-04,6198,673,85220496
deliriously,campy,5,4.0611920e-02,85393,68505,9669,24171,109022,52182,3.8239043e+01,8.2801100e+00,2.0926384e+00,2.6838433e-03,2.8115027e-03,2.5277789e-03,1962,1764,85220496
wholly,unjustified,133,1.1467249e+00,10203,8314,9670,9576,8705,46247,1.0091948e+03,2.1680302e+02,2.0926243e+00,5.6892311e-03,6.0126160e-02,2.9604205e-03,44562,2193,85220496
narrowly,bilateral,3,2.4390259e-02,115381,92285,9671,50618,72397,103824,2.2940157e+01,4.9668311e+00,2.0925741e+00,1.4008872e-03,5.3326689e-03,7.9885633e-04,3725,558,85220496
reassuringly,chunky,5,4.0631000e-02,85398,68511,9672,25244,129150,40065,3.8235363e+01,8.2790900e+00,2.0925203e+00,2.5873221e-03,2.0209910e-03,3.5148484e-03,1411,2454,85220496
beyond,ecstatic,107,8.8928396e-01,11944,9704,9673,4262,24455,19492,8.1583896e+02,1.7612723e+02,2.0925118e+00,1.0788465e-02,2.0541453e-02,7.2344230e-03,14670,5166,85220496
joyously,defiant,4,3.2537407e-02,97525,78260,9674,38631,168607,27041,3.0583815e+01,6.6215303e+00,2.0924669e+00,1.7861130e-03,1.0617170e-03,5.3470312e-03,742,3737,85220496
mid,green,22,1.8541029e-01,34451,27935,9675,47521,189001,3139,1.6742982e+02,3.6079876e+01,2.0924284e+00,1.4843803e-03,7.4992409e-04,4.0174454e-02,543,29099,85220496
embarrassingly,amateurish,14,1.1435305e-01,45774,36929,9676,15587,53677,52608,1.0698428e+02,2.3150201e+01,2.0924191e+00,3.8303694e-03,7.9167233e-03,2.4993795e-03,5556,1754,85220496
theoretically,possible,2522,3.1340457e+01,968,790,9677,3225,60266,237,1.8148041e+04,3.7107328e+03,2.0923780e+00,1.3427643e-02,6.7902294e-03,3.4356848e-01,7250,368393,85220496
irresistibly,funky,25,2.0458309e-01,31624,25559,9678,9089,72831,21220,1.9098910e+02,4.1319395e+01,2.0922790e+00,5.9474248e-03,5.2894157e-03,6.6675179e-03,3719,4688,85220496
gleefully,snarky,4,3.2500257e-02,97521,78241,9679,27674,112796,58523,3.0586446e+01,6.6235149e+00,2.0922574e+00,2.3909145e-03,2.6415244e-03,2.1516191e-03,1844,1502,85220496
highly,migratory,422,7.2212678e+00,4599,4032,9680,66012,189,124613,2.8762992e+03,5.6227471e+02,2.0922433e+00,1.0878293e-03,5.2239622e-01,5.4006666e-04,775063,794,85220496
reliably,blue,156,1.3044728e+00,9077,7366,9681,3323,49097,5310,1.1883999e+03,2.5636963e+02,2.0922400e+00,1.3094389e-02,8.8618114e-03,2.4298270e-02,6367,17460,85220496
decidedly,autumnal,25,2.1136817e-01,31719,25708,9682,44148,12336,103667,1.9016560e+02,4.0965149e+01,2.0921586e+00,1.5856907e-03,4.2592442e-02,8.0121608e-04,30950,582,85220496
where,applicable,197,1.6803255e+00,7706,6254,9683,4493,68264,2679,1.4967581e+03,3.2205133e+02,2.0921309e+00,1.0343922e-02,5.7705712e-03,4.6188075e-02,4229,33861,85220496
back,facial,12,9.8906911e-02,50335,40562,9684,37901,27886,95400,9.1584753e+01,1.9795922e+01,2.0921283e+00,1.8161180e-03,1.7710100e-02,9.4896317e-04,12543,672,85220496
emotionally,gripping,194,1.6863443e+00,7815,6347,9685,6908,7906,36386,1.4702399e+03,3.1555283e+02,2.0921135e+00,7.4533684e-03,6.5750515e-02,3.9164820e-03,49132,2925,85220496
objectively,intolerable,28,2.2955587e-01,29364,23823,9686,8999,49524,32056,2.1384203e+02,4.6255304e+01,2.0920532e+00,5.9918682e-03,8.7745578e-03,4.4931983e-03,6181,3165,85220496
heretofore,moribund,5,4.0688569e-02,85415,68524,9687,26434,88764,66347,3.8222412e+01,8.2760156e+00,2.0920013e+00,2.4850895e-03,3.9675073e-03,1.7878417e-03,2774,1250,85220496
flat,calm,23,1.9579870e-01,33543,27177,9688,56244,198376,2496,1.7478470e+02,3.7619342e+01,2.0919945e+00,1.2681609e-03,6.3713204e-04,4.8936322e-02,466,35807,85220496
flagrantly,racist,34,2.8477070e-01,25954,21038,9689,23101,149973,3866,2.5893307e+02,5.5851431e+01,2.0919820e+00,2.7799354e-03,1.4396798e-03,3.2544053e-02,1036,23425,85220496
daily,weekly,12,9.7987226e-02,50297,40510,9690,15634,110967,22829,9.1690528e+01,1.9844608e+01,2.0919107e+00,3.8204394e-03,2.7224665e-03,6.2315600e-03,1910,4372,85220496
generally,cylindrical,103,9.9357818e-01,12446,10219,9691,45560,2611,105892,7.6945966e+02,1.6287809e+02,2.0918894e+00,1.5423549e-03,1.6013687e-01,7.6859716e-04,132925,637,85220496
biologically,plausible,287,2.4245187e+00,5699,4628,9692,2078,34618,4450,2.1831929e+03,4.7038206e+02,2.0918805e+00,1.8664239e-02,1.3659249e-02,2.8704851e-02,9915,20839,85220496
lightly,spicy,158,1.3186719e+00,8990,7300,9693,2921,39216,7117,1.2037866e+03,2.5978768e+02,2.0918131e+00,1.4513388e-02,1.1725973e-02,1.8634414e-02,8409,13364,85220496
unabashedly,carnivorous,5,4.0768890e-02,85430,68541,9694,34528,65604,85650,3.8210288e+01,8.2717332e+00,2.0917975e+00,1.9692792e-03,6.0850043e-03,1.1633777e-03,4263,815,85220496
gloriously,gooey,14,1.1469871e-01,45783,36952,9695,18532,44766,62133,1.0692188e+02,2.3131850e+01,2.0917809e+00,3.3293698e-03,9.9680748e-03,1.9789717e-03,7017,1393,85220496
closely,connected,130,1.1033145e+00,10341,8421,9696,6618,12487,34058,9.8824557e+02,2.1280344e+02,2.0917394e+00,7.7055302e-03,4.2055896e-02,4.2032500e-03,30677,3065,85220496
freshly,hairless,3,2.4395188e-02,115397,92290,9697,34257,109002,73557,2.2933566e+01,4.9665678e+00,2.0916985e+00,1.9847833e-03,2.8125158e-03,1.5143376e-03,1965,1058,85220496
richly,landscaped,10,8.2221887e-02,56369,45312,9698,36959,33358,93703,7.6334805e+01,1.6507181e+01,2.0916829e+00,1.8558040e-03,1.4270301e-02,9.8382777e-04,10082,695,85220496
broadly,comic,139,1.1605415e+00,9872,8002,9699,3431,23800,15352,1.0589111e+03,2.2852429e+02,2.0916161e+00,1.2803390e-02,2.1201165e-02,9.0634453e-03,15211,6502,85220496
widely,available,24789,4.4940643e+02,85,81,9700,459,17651,111,1.6732896e+05,3.2407285e+04,2.0915536e+00,5.5923720e-02,2.9230085e-02,5.3475202e-01,45540,840989,85220496
studiously,polite,17,1.4203050e-01,40613,32819,9701,45359,186109,4299,1.2949216e+02,2.7944138e+01,2.0915450e+00,1.5489044e-03,7.8850600e-04,2.9784596e-02,566,21385,85220496
hopelessly,passe,20,1.6467634e-01,36543,29541,9702,17512,33381,62395,1.5263284e+02,3.3002086e+01,2.0914919e+00,3.4843206e-03,1.4259991e-02,1.9662674e-03,10089,1391,85220496
freshly,polished,13,1.0634273e-01,47851,38643,9703,14970,109380,21608,9.9290537e+01,2.1488234e+01,2.0913107e+00,3.9531701e-03,2.7958272e-03,6.5618089e-03,1965,4612,85220496
objectively,definable,7,5.7298305e-02,69939,56084,9704,33783,49454,87316,5.3459118e+01,1.1568632e+01,2.0912782e+00,2.0083202e-03,8.7883115e-03,1.1233142e-03,6181,790,85220496
literally,zero,259,2.1818379e+00,6191,5012,9705,2072,22579,8496,1.9705643e+03,4.2480735e+02,2.0912584e+00,1.8705763e-02,2.2446269e-02,1.5808181e-02,16249,11443,85220496
easy,obtainable,3,2.4504692e-02,115453,92339,9706,61648,198880,21042,2.2915937e+01,4.9607326e+00,2.0910733e+00,1.1634671e-03,6.3123884e-04,6.7167286e-03,443,4714,85220496
insidiously,seductive,6,4.9189458e-02,76708,61631,9707,44987,182615,13678,4.5809618e+01,9.9119084e+00,2.0910461e+00,1.5594542e-03,8.3762234e-04,1.0086189e-02,590,7105,85220496
thickly,set,5,4.1030505e-02,85481,68609,9708,59415,198747,12362,3.8169321e+01,8.2578433e+00,2.0909943e+00,1.2068549e-03,6.3257981e-04,1.1118824e-02,446,7840,85220496
fiercely,anti-western,14,1.1707871e-01,45868,37075,9709,55342,17462,114490,1.0660944e+02,2.3006979e+01,2.0909867e+00,1.2877708e-03,2.9601274e-02,6.5273986e-04,21274,469,85220496
effortlessly,tuneful,6,4.9171246e-02,76707,61627,9710,42380,46629,98232,4.5810611e+01,9.9128733e+00,2.0909568e+00,1.6458648e-03,9.4608469e-03,8.9331942e-04,6662,629,85220496
federally,deductible,8,6.5323464e-02,64481,51781,9711,18129,97910,41944,6.1109607e+01,1.3229810e+01,2.0909470e+00,3.3905488e-03,3.3895320e-03,3.3367948e-03,2378,2341,85220496
purposely,campy,5,4.0777514e-02,85441,68543,9712,24232,109025,52345,3.8198630e+01,8.2712739e+00,2.0908667e+00,2.6780932e-03,2.8114088e-03,2.5174300e-03,1970,1764,85220496
alternately,sardonic,5,4.0839518e-02,85451,68566,9713,31949,71166,80657,3.8190664e+01,8.2679746e+00,2.0908302e+00,2.1092596e-03,5.4616887e-03,1.2938647e-03,3833,908,85220496
endearingly,homemade,5,4.0782795e-02,85443,68547,9714,24362,106122,54252,3.8197448e+01,8.2709927e+00,2.0908195e+00,2.6673780e-03,2.9537313e-03,2.3958153e-03,2070,1679,85220496
somewhere,downstream,5,4.0894317e-02,85461,68584,9715,38603,59317,92171,3.8183376e+01,8.2650628e+00,2.0907756e+00,1.7873101e-03,6.9455844e-03,1.0160602e-03,4881,714,85220496
deceptively,simple,5915,7.8994441e+01,392,306,9716,1353,35405,201,4.2064083e+04,8.5179770e+03,2.0907019e+00,2.5937124e-02,1.3307453e-02,3.8223113e-01,15271,440832,85220496
commonly,asymptomatic,11,9.0434231e-02,53170,42790,9717,27044,40026,78706,8.3943350e+01,1.8158419e+01,2.0906377e+00,2.4376731e-03,1.1423757e-02,1.3519949e-03,8070,955,85220496
logistically,feasible,95,8.0876896e-01,12974,10564,9718,9862,106282,2848,7.2163960e+02,1.5538244e+02,2.0906062e+00,5.5633638e-03,2.9447656e-03,4.3729625e-02,2154,31998,85220496
