hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19980326_0215_20:19,quietly_proud,quietly,proud,"-LBQ-  The alumni may not know how to behave , given the unfamiliar turf , but everybody 's quietly proud and pleased at the successes so far , and we 're on a wing and a prayer for the next round .  -RDQ-",nyt_eng_19980326_0215_20,19
nyt_eng_19980328_0223_26:6,really_upset,really,upset,"But I think everybody 's really upset right now that when we went down there , all the improvements are being made to the suites and stuff like that , and they will just not work on the track .",nyt_eng_19980328_0223_26,6
nyt_eng_19980411_0098_14:4,so_happy,so,happy,"-LBQ-  Everybody was so happy and excited to be playing pro ball _ all the hype , the fans , the big time _ nobody was going to complain ,  -RDQ-  one prominent WNBA player said .",nyt_eng_19980411_0098_14,4
nyt_eng_19980412_0003_29:11,pretty_happy,pretty,happy,"Also to know we scored four goals , everybody was pretty happy .",nyt_eng_19980412_0003_29,11
nyt_eng_19980430_0529_49:9,as_rich,as,rich,"If golf were easy , everybody would be as rich as Greg Norman .",nyt_eng_19980430_0529_49,9
nyt_eng_19980501_0083_27:4,very_upset,very,upset,-LBQ-  Everybody 's very upset .  -RDQ-,nyt_eng_19980501_0083_27,4
nyt_eng_19980503_0159_12:4,really_upset,really,upset,"-LBQ-  Everybody 's really upset ,  -RDQ-  said Karl Eichelberger , a third-year law student and a leader for gay men and lesbians at Notre Dame and its sister institution , St. Mary 's College .",nyt_eng_19980503_0159_12,4
nyt_eng_19980505_0292_21:22,pretty_calm,pretty,calm,"As rescuers arrived to help the injured and others , Waldrop said ,  -LBQ-  for the most part , everybody was pretty calm .  -RDQ-",nyt_eng_19980505_0292_21,22
nyt_eng_19980507_0403_7:26,highly_motivated,highly,motivated,"-LBQ-  There was a lot of conflict in the team because everybody thinks they know the best way to build a car and everybody was highly motivated ,  -RDQ-  said Emmett Meyer , a New Orleans native who is the plant 's vice president of human resources .",nyt_eng_19980507_0403_7,26
nyt_eng_19980513_0360_7:7,very_concerned,very,concerned,-LBQ-  Everybody in the building is very concerned .  -RDQ-,nyt_eng_19980513_0360_7,7
nyt_eng_19980515_0020_12:6,just_stunned,just,stunned,-LBQ-  I think everybody was just stunned .,nyt_eng_19980515_0020_12,6
nyt_eng_19980520_0007_35:4,real_excited,real,excited,"-LBQ-  Everybody 's real excited , and I 'll try to keep them excited ,  -RDQ-  Saberhagen said .",nyt_eng_19980520_0007_35,4
nyt_eng_19980520_0426_15:5,real_nice,real,nice,"-LBQ-  Everybody 's been real nice ,  -RDQ-  Mrs. Patton said .",nyt_eng_19980520_0426_15,5
