key,index,l1,l2,f,E11,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,f1,f2,N
not~full,4482,not,full,3032,5604.276358,-1486.51991,1486.51991,-0.2780079,0.0013411524,-46.71464,-0.024366558,-0.0006151332,0.028684957,0.0006866276,-0.024335632,-0.0005825185,4415785,105700,83284343
very~amusing,4483,very,amusing,2170,2730.217729,-139.16224,139.16224,-0.11155243,0.0004367793,-12.02616,-0.024430921,-6.41464e-05,0.094606966,0.0002188949,-0.024424193,-5.6511e-05,9913432,22937,83284343
so~familiar,4484,so,familiar,9339,14457.415543,-2212.18534,2212.18534,-0.20141156,0.0031413343,-52.964558,-0.024444656,-0.0009583403,0.04448901,0.0016281483,-0.024383044,-0.0008923375,5735964,209917,83284343
not~old,4485,not,old,3906,7237.681673,-1932.82033,1932.82033,-0.27921113,0.0017160586,-53.308613,-0.024446743,-0.0007967371,0.028613918,0.0008845539,-0.024406673,-0.0007544936,4415785,136507,83284343
very~crucial,4486,very,crucial,6437,8101.736909,-414.3633,414.3633,-0.11184029,0.0012897867,-20.74932,-0.024478411,-0.0001906167,0.09457275,0.000649321,-0.024458405,-0.0001679274,9913432,68064,83284343
not~natural,4487,not,natural,3378,6306.534072,-1716.8231,1716.8231,-0.28252035,0.0014898351,-50.387226,-0.024656123,-0.0007003285,0.02839968,0.0007649829,-0.02462091,-0.0006631967,4415785,118945,83284343
as~famous,4488,as,famous,4745,10770.929482,-4438.43791,4438.43791,-0.36789465,0.0024014907,-87.47943,-0.024993902,-0.0017000044,0.019623818,0.0012790054,-0.024921337,-0.0016242774,3709914,241798,83284343
very~casual,4489,very,casual,2662,3374.057276,-182.29457,182.29457,-0.11511706,0.0005355179,-13.801011,-0.025128756,-8.15324e-05,0.093910955,0.0002685246,-0.025120202,-7.18275e-05,9913432,28346,83284343
very~unfair,4490,very,unfair,2778,3522.370102,-190.84813,190.84813,-0.11529647,0.0005587837,-14.122865,-0.025163379,-8.52323e-05,0.09387673,0.0002802259,-0.025154438,-7.5087e-05,9913432,29592,83284343
as~helpful,4491,as,helpful,3960,9103.960677,-3836.6048,3836.6048,-0.3734052,0.0020233553,-81.742905,-0.025231019,-0.0014511878,0.019376053,0.0010674102,-0.025169102,-0.0013865446,3709914,204376,83284343
most~awkward,4492,most,awkward,2398,3325.177966,-312.33223,312.33223,-0.15387975,0.0006306045,-18.933832,-0.025351485,-0.0001347453,0.06553882,0.0003168265,-0.025340347,-0.0001224998,7568812,36589,83284343
most~awesome,4493,most,awesome,6139,8510.652551,-798.89325,798.89325,-0.15391481,0.0016023575,-30.26929,-0.025353689,-0.0003446686,0.06555399,0.0008110916,-0.025325181,-0.0003133454,7568812,93648,83284343
as~necessary,4494,as,necessary,3577,8302.637877,-3557.87474,3557.87474,-0.3775918,0.0018361004,-79.01344,-0.025410771,-0.0013331728,0.019191252,0.0009641733,-0.025353903,-0.0012737864,3709914,186387,83284343
as~fine,4495,as,fine,3042,7076.087023,-3042.90914,3042.90914,-0.37845144,0.0015725945,-73.1418,-0.025443785,-0.001138076,0.019149901,0.0008199651,-0.025395256,-0.0010873802,3709914,158852,83284343
as~difficult,4496,as,difficult,16041,37105.579893,-15903.44627,15903.44627,-0.37813938,0.007062006,-166.31717,-0.025543453,-0.0059426315,0.01925718,0.00432382,-0.025287975,-0.005677916,3709914,832988,83284343
too~specific,4497,too,specific,2126,5302.906227,-2554.57423,2554.57423,-0.40871286,0.0011549364,-68.90056,-0.025627872,-0.0009328789,0.017124722,0.0005976208,-0.02558967,-0.0008930316,3557440,124148,83284343
very~valuable,4498,very,valuable,18231,23220.360731,-1304.66808,1304.66808,-0.1177253,0.0036070598,-36.952145,-0.025636284,-0.0005712949,0.09345493,0.00183902,-0.025576236,-0.000503293,9913432,195078,83284343
so~different,4499,so,different,39346,62439.406677,-10573.56869,10573.56869,-0.21416911,0.01184663,-116.422714,-0.025752878,-0.004323866,0.043399516,0.006859527,-0.025472542,-0.0040260726,5735964,906600,83284343
more~distinct,4500,more,distinct,2695,3500.563655,-224.72094,224.72094,-0.12596418,0.0005763304,-15.517454,-0.025764637,-9.7316e-05,0.0861628,0.0002891322,-0.02575496,-8.64246e-05,9320997,31278,83284343
as~accessible,4501,as,accessible,3062,7248.209503,-3212.12646,3212.12646,-0.38620907,0.0015813543,-75.65164,-0.025777455,-0.001180992,0.018818064,0.0008253561,-0.025727091,-0.0011283845,3709914,162716,83284343
so~dry,4502,so,dry,2876,4597.691894,-792.61875,792.61875,-0.21568455,0.0009912591,-32.104137,-0.02581112,-0.0003223589,0.043081623,0.0005013978,-0.025790432,-0.0003001574,5735964,66757,83284343
most~physical,4503,most,physical,2422,3388.702506,-333.97569,333.97569,-0.15804838,0.0006368573,-19.642908,-0.02593691,-0.0001404894,0.06495387,0.0003199974,-0.025925297,-0.0001277218,7568812,37288,83284343
most~religious,4504,most,religious,2396,3362.529305,-336.72996,336.72996,-0.15945895,0.0006300445,-19.745659,-0.026134023,-0.0001404642,0.06475676,0.0003165622,-0.026122414,-0.0001276989,7568812,37000,83284343
not~clean,4505,not,clean,2213,4371.653683,-1364.37282,1364.37282,-0.30763713,0.000983941,-45.887276,-0.026206676,-0.0005162196,0.026839858,0.0005011566,-0.026180731,-0.0004888494,4415785,82452,83284343
too~powerful,4506,too,powerful,6942,17942.222699,-9150.55537,9150.55537,-0.4254899,0.0034906426,-132.02591,-0.026320577,-0.0032301475,0.016526565,0.0019514033,-0.026187826,-0.0030921737,3557440,420051,83284343
as~special,4507,as,special,3583,8743.278554,-4076.11087,4076.11087,-0.3997901,0.0018345228,-86.20843,-0.026352635,-0.0014557914,0.018254627,0.0009657906,-0.026290528,-0.001390943,3709914,196279,83284343
as~popular,4508,as,popular,15226,36865.926957,-17071.72987,17071.72987,-0.39842132,0.006711152,-175.37306,-0.026409997,-0.006104945,0.0183976,0.0041041384,-0.026147557,-0.0058329995,3709914,827608,83284343
not~reliable,4509,not,reliable,2748,5477.981313,-1745.73269,1745.73269,-0.31176272,0.0012161706,-52.07764,-0.026455915,-0.0006528467,0.026597494,0.0006223129,-0.026423095,-0.0006182324,4415785,103318,83284343
as~open,4510,as,open,4607,11361.108245,-5389.87984,5389.87984,-0.4046589,0.0023238563,-99.50821,-0.026563164,-0.0019054344,0.018063337,0.0012418078,-0.026481818,-0.0018205566,3709914,255047,83284343
very~weird,4511,very,weird,4983,6418.398237,-391.21696,391.21696,-0.12289663,0.0009998642,-20.334194,-0.026637146,-0.0001643569,0.09241126,0.0005026514,-0.0266199,-0.0001447933,9913432,53922,83284343
very~direct,4512,very,direct,4253,5478.409163,-334.02206,334.02206,-0.122905135,0.0008540626,-18.790287,-0.02663958,-0.0001403126,0.0924063,0.0004290139,-0.02662486,-0.000123611,9913432,46025,83284343
very~typical,4513,very,typical,3555,4581.390337,-280.22816,280.22816,-0.12310505,0.0007144349,-17.214434,-0.026679438,-0.0001175244,0.09236405,0.0003586044,-0.026667109,-0.0001035353,9913432,38489,83284343
not~profitable,4514,not,profitable,2080,4183.695692,-1360.00736,1360.00736,-0.31567168,0.0009255362,-46.12658,-0.026685728,-0.000503077,0.026360145,0.0004710374,-0.026660444,-0.0004764036,4415785,78907,83284343
as~free,4515,as,free,3674,9199.688216,-4468.67318,4468.67318,-0.41124856,0.0018761941,-91.16262,-0.026822053,-0.0015588789,0.017789613,0.0009903195,-0.026755542,-0.0014894383,3709914,206525,83284343
too~rare,4516,too,rare,2107,5650.644085,-3032.09818,3032.09818,-0.44077018,0.0011420893,-77.200096,-0.026829757,-0.0010405692,0.01592725,0.0005922798,-0.026787141,-0.000996122,3557440,132289,83284343
so~sure,4517,so,sure,35676,58132.561478,-10806.56963,10806.56963,-0.22611406,0.010843719,-118.8927,-0.026877617,-0.004204627,0.04226684,0.006219704,-0.02660522,-0.003915046,5735964,844066,83284343
so~dramatic,4518,so,dramatic,3018,4948.112919,-931.81332,931.81332,-0.2271616,0.0010392905,-35.133636,-0.026888153,-0.0003613824,0.0420071,0.0005261539,-0.026864959,-0.0003364932,5735964,71845,83284343
very~complicated,4519,very,complicated,16549,21366.450406,-1326.43794,1326.43794,-0.124221645,0.0032793237,-37.44824,-0.026895683,-0.0005516107,0.09219345,0.0016693512,-0.026837716,-0.0004859518,9913432,179503,83284343
more~popular,4520,more,popular,70577,92624.032409,-6436.24014,6436.24014,-0.1320606,0.013908709,-82.98862,-0.02690684,-0.0026633888,0.085278295,0.0075718295,-0.026639463,-0.0023653083,9320997,827608,83284343
as~wrong,4521,as,wrong,3281,8271.812629,-4059.83856,4059.83856,-0.41418976,0.0016844606,-87.13009,-0.026936457,-0.0014079825,0.017668758,0.0008843871,-0.026876397,-0.0013452637,3709914,185695,83284343
most~crowded,4522,most,crowded,2256,3210.397574,-345.17295,345.17295,-0.16590846,0.0005933611,-20.093695,-0.027028324,-0.0001387011,0.06386231,0.0002980653,-0.02701686,-0.0001260961,7568812,35326,83284343
very~expensive,4523,very,expensive,40795,52744.968816,-3317.3072,3317.3072,-0.12526147,0.007878105,-59.164787,-0.027112106,-0.0013683027,0.09206331,0.004115124,-0.026967855,-0.0012054321,9913432,443119,83284343
too~nice,4524,too,nice,4907,13358.712247,-7332.06182,7332.06182,-0.44807604,0.002535796,-120.652596,-0.027126156,-0.0024817933,0.0156901,0.0013793627,-0.027024291,-0.0023757848,3557440,312745,83284343
very~credible,4525,very,credible,2066,2675.93952,-169.62487,169.62487,-0.1254551,0.0004158652,-13.419045,-0.02713866,-6.98397e-05,0.09189983,0.0002084041,-0.027131334,-6.15266e-05,9913432,22481,83284343
not~many,4526,not,many,58442,117196.022772,-38656.98236,38656.98236,-0.32043487,0.017639747,-243.0385,-0.027305573,-0.014050415,0.026439713,0.013234793,-0.026580876,-0.013305454,4415785,2210387,83284343
as~vulnerable,4527,as,vulnerable,2802,7237.028669,-3683.63057,3683.63057,-0.42479452,0.0014471724,-83.78425,-0.02735172,-0.0012511876,0.017246792,0.0007552736,-0.027298363,-0.0011954532,3709914,162465,83284343
most~personal,4528,most,personal,8007,11454.138001,-1265.11427,1265.11427,-0.16855793,0.0020811325,-38.523323,-0.02739166,-0.0005009673,0.06352896,0.0010578939,-0.027350206,-0.0004554398,7568812,126037,83284343
not~tired,4529,not,tired,2098,4338.515814,-1497.80567,1497.80567,-0.328047,0.0009329395,-48.915363,-0.02740806,-0.0005357961,0.02563946,0.0004751137,-0.027381131,-0.0005073879,4415785,81827,83284343
too~simple,4530,too,simple,6559,18145.756773,-10191.27447,10191.27447,-0.45558864,0.0032941126,-143.06819,-0.027414601,-0.0034023798,0.015439626,0.0018437416,-0.027274765,-0.003257049,3557440,424816,83284343
more~basic,4531,more,basic,8873,11758.751231,-863.84864,863.84864,-0.13564818,0.0018826524,-30.635406,-0.027500775,-0.0003486128,0.084451675,0.0009519368,-0.027466081,-0.0003095968,9320997,105066,83284343
very~interested,4532,very,interested,33300,43255.566638,-2808.49597,2808.49597,-0.12738864,0.0064805984,-54.556168,-0.027515903,-0.0011399385,0.09163532,0.003359079,-0.02739584,-0.0010042503,9913432,363397,83284343
more~curious,4533,more,curious,5170,6854.403129,-504.71083,504.71083,-0.13577488,0.001102082,-23.426142,-0.027522944,-0.0002034841,0.084415056,0.0005546617,-0.027502704,-0.0001807106,9320997,61245,83284343
not~strong,4534,not,strong,9671,20098.727117,-7032.42466,7032.42466,-0.33119798,0.0040339036,-106.036156,-0.0276342,-0.0024936828,0.025512168,0.0021900977,-0.02750842,-0.0023614662,4415785,379074,83284343
too~valuable,4535,too,valuable,2942,8332.637988,-4818.18002,4818.18002,-0.4651147,0.0015680138,-99.38454,-0.027698122,-0.0015829277,0.015081147,0.0008269992,-0.027633244,-0.0015153138,3557440,195078,83284343
too~critical,4536,too,critical,2130,6063.435961,-3527.57613,3527.57613,-0.46713358,0.0011515403,-85.228,-0.027756734,-0.0011550292,0.015004966,0.0005987452,-0.027709424,-0.0011056928,3557440,141953,83284343
not~serious,4537,not,serious,7440,15629.197425,-5587.43019,5587.43019,-0.3357455,0.0031588594,-94.94123,-0.027879763,-0.0019583616,0.025239503,0.0016848646,-0.027781086,-0.0018545281,4415785,294776,83284343
as~concerned,4538,as,concerned,4233,11300.215018,-6039.78714,6039.78714,-0.4397377,0.0021359404,-108.6236,-0.027943894,-0.0019937665,0.016686376,0.0011409968,-0.027858779,-0.0019049539,3709914,253680,83284343
very~bad,4539,very,bad,50586,66026.346675,-4440.86944,4440.86944,-0.12996541,0.009664764,-68.65021,-0.028022228,-0.0017679601,0.09119557,0.0051027737,-0.02783559,-0.0015575178,9913432,554698,83284343
more~skilled,4540,more,skilled,6301,8404.464087,-643.05634,643.05634,-0.13866606,0.0013411959,-26.499054,-0.028035987,-0.0002541087,0.08390705,0.0006760006,-0.028010707,-0.0002256694,9320997,75095,83284343
very~awkward,4541,very,awkward,3326,4355.231132,-297.67511,297.67511,-0.13073176,0.0006685413,-17.846449,-0.028141886,-0.0001178497,0.090901636,0.0003355044,-0.028129524,-0.0001038219,9913432,36589,83284343
very~noticeable,4542,very,noticeable,3657,4796.598675,-331.51881,331.51881,-0.13153389,0.0007348,-18.84471,-0.028293679,-0.000130487,0.09075117,0.0003688934,-0.028279988,-0.000114955,9913432,40297,83284343
so~natural,4543,so,natural,4815,8191.986794,-1740.47026,1740.47026,-0.24406898,0.0016447736,-48.666622,-0.028431768,-0.000632286,0.040480893,0.0008394404,-0.028391162,-0.0005887392,5735964,118945,83284343
more~thrilled,4544,more,thrilled,2437,3269.341566,-259.10777,259.10777,-0.14128248,0.0005212718,-16.86063,-0.028503137,-0.0001005509,0.08342462,0.0002614527,-0.028493138,-8.92975e-05,9320997,29212,83284343
as~interesting,4545,as,interesting,7990,22022.634825,-12332.08496,12332.08496,-0.45473596,0.0038008678,-156.98778,-0.02855329,-0.0039588152,0.016161364,0.0021536888,-0.028383793,-0.003782469,3709914,494389,83284343
too~fine,4546,too,fine,2253,6785.266456,-4236.50922,4236.50922,-0.4920443,0.0012124989,-95.48493,-0.028585901,-0.0013308721,0.014183013,0.0006333206,-0.028531378,-0.0012740247,3557440,158852,83284343
more~awkward,4547,more,awkward,3049,4094.958872,-326.80059,326.80059,-0.14184164,0.0006516638,-18.942438,-0.028599268,-0.0001263569,0.083331056,0.0003271109,-0.028586702,-0.0001122153,9320997,36589,83284343
not~fast,4548,not,fast,2106,4582.940734,-1754.51591,1754.51591,-0.35078987,0.0009355381,-53.974228,-0.028685795,-0.0005923347,0.024364566,0.0004769254,-0.028656024,-0.0005609287,4415785,86437,83284343
so~helpful,4549,so,helpful,8227,14075.795477,-3045.57787,3045.57787,-0.24682958,0.002769875,-64.48307,-0.028688218,-0.0010950922,0.04025424,0.0014342838,-0.02861782,-0.0010196709,5735964,204376,83284343
most~american,4550,most,american,2008,2938.487096,-361.13309,361.13309,-0.17885198,0.0005283414,-20.764835,-0.028788535,-0.0001352263,0.06210181,0.0002652992,-0.028777357,-0.000122937,7568812,32334,83284343
very~realistic,4551,very,realistic,7142,9443.575182,-688.61126,688.61126,-0.13547456,0.0014294336,-27.23424,-0.029037772,-0.0002635364,0.09002105,0.0007204367,-0.029010111,-0.0002321673,9913432,79337,83284343
more~healthy,4552,more,healthy,9375,12654.093301,-1041.65792,1041.65792,-0.1443668,0.0019874787,-33.86633,-0.02904101,-0.0003961304,0.08291617,0.0010057937,-0.029001586,-0.0003517964,9320997,113066,83284343
so~remarkable,4553,so,remarkable,2374,4104.843456,-915.71448,915.71448,-0.25120714,0.0008192471,-35.52364,-0.029061308,-0.0003240724,0.039831545,0.0004138799,-0.02904051,-0.0003017528,5735964,59601,83284343
so~short,4554,so,short,9030,15616.050154,-3491.28187,3491.28187,-0.251738,0.0030288273,-69.30765,-0.029126002,-0.001233131,0.03982535,0.0015742776,-0.029046707,-0.0011482028,5735964,226740,83284343
as~sensitive,4555,as,sensitive,2215,6388.443459,-3785.22214,3785.22214,-0.47346678,0.0011496553,-88.67632,-0.029150665,-0.0011773905,0.0154446885,0.0005970489,-0.029100467,-0.0011249435,3709914,143415,83284343
so~dependent,4556,so,dependent,3184,5532.767809,-1252.923,1252.923,-0.25352237,0.0010948546,-41.624935,-0.02926576,-0.0004397687,0.039634526,0.0005550941,-0.029237531,-0.0004094809,5735964,80334,83284343
most~fragile,4557,most,fragile,2088,3083.530252,-394.9032,394.9032,-0.1830783,0.0005492755,-21.786587,-0.029352667,-0.0001446789,0.06153846,0.0002758689,-0.029340709,-0.0001315306,7568812,33930,83284343
not~difficult,4558,not,difficult,19841,44165.515187,-17780.90468,17780.90468,-0.36324403,0.007560243,-172.6881,-0.029496536,-0.0058169556,0.02381907,0.004493199,-0.029201519,-0.005508537,4415785,832988,83284343
as~visible,4559,as,visible,2036,6102.953559,-3793.46116,3793.46116,-0.49044365,0.0010585091,-90.13227,-0.029733405,-0.0011473481,0.014860663,0.0005487998,-0.029684491,-0.0010962393,3709914,137006,83284343
most~perfect,4560,most,perfect,9954,14788.767401,-1947.79916,1947.79916,-0.18618554,0.0025749067,-48.45926,-0.029768528,-0.0007026293,0.06116881,0.0013151336,-0.029710364,-0.0006387749,7568812,162730,83284343
more~ridiculous,4561,more,ridiculous,3811,5191.0814,-450.54066,450.54066,-0.14855151,0.0008136747,-22.355543,-0.029770615,-0.0001667206,0.08216372,0.0004088618,-0.029754035,-0.0001480616,9320997,46383,83284343
so~concerned,4562,so,concerned,9939,17471.463364,-4100.03886,4100.03886,-0.25921267,0.0033187282,-75.55543,-0.029783495,-0.0014103316,0.03917928,0.0017327515,-0.029692777,-0.0013131992,5735964,253680,83284343
more~free,4563,more,free,16960,23113.815107,-2015.70562,2015.70562,-0.14909005,0.0035602122,-47.25323,-0.029871022,-0.0007434108,0.082120806,0.0018195478,-0.02979695,-0.00066021,9320997,206525,83284343
so~involved,4564,so,involved,3271,5784.219689,-1378.35461,1378.35461,-0.2614429,0.0011240648,-43.943047,-0.029954832,-0.0004705596,0.03894743,0.0005702616,-0.029924626,-0.0004381512,5735964,83985,83284343
so~unusual,4565,so,unusual,4217,7467.315012,-1786.8656,1786.8656,-0.262138,0.001443094,-50.052254,-0.030017173,-0.0006085688,0.03889396,0.0007351859,-0.029978095,-0.0005666554,5735964,108423,83284343
very~damaging,4566,very,damaging,3413,4563.416632,-356.9164,356.9164,-0.1407001,0.0006859081,-19.691872,-0.030021034,-0.0001317257,0.08902395,0.0003442804,-0.030007215,-0.0001160463,9913432,38338,83284343
very~intimate,4567,very,intimate,4069,5441.747565,-426.23635,426.23635,-0.14082675,0.0008171381,-21.520227,-0.030043561,-0.0001571832,0.08900409,0.0004104532,-0.030027071,-0.0001384735,9913432,45717,83284343
more~random,4568,more,random,2217,3032.859342,-269.752,269.752,-0.15051904,0.0004743212,-17.327362,-0.03011642,-9.85598e-05,0.08181114,0.0002378501,-0.03010662,-8.75292e-05,9320997,27099,83284343
very~fresh,4569,very,fresh,5108,6842.506262,-541.48909,541.48909,-0.14163782,0.0010245797,-24.268919,-0.030194039,-0.0001986055,0.08885796,0.0005152605,-0.030173197,-0.0001749653,9913432,57485,83284343
very~logical,4570,very,logical,2318,3105.880071,-246.07415,246.07415,-0.14166188,0.0004664207,-16.364525,-0.030204536,-9.02143e-05,0.08883609,0.0002338242,-0.030195074,-7.9476e-05,9913432,26093,83284343
not~heavy,4571,not,heavy,2010,4708.652553,-2062.63964,2062.63964,-0.3835927,0.0008924225,-60.19341,-0.03041993,-0.0006453548,0.022633096,0.0004551852,-0.030387495,-0.0006111377,4415785,88808,83284343
very~senior,4572,very,senior,2427,3260.382518,-262.45535,262.45535,-0.14290524,0.0004882896,-16.91646,-0.030435424,-9.54245e-05,0.08860575,0.0002448194,-0.030425414,-8.4066e-05,9913432,27391,83284343
too~aware,4573,too,aware,3904,13634.476356,-10030.77394,10030.77394,-0.5579319,0.0020141148,-155.73248,-0.030601136,-0.0028572944,0.012230538,0.0010974184,-0.030483853,-0.002735247,3557440,319201,83284343
so~pleasant,4574,so,pleasant,2430,4375.992744,-1097.15643,1097.15643,-0.26959807,0.000838003,-39.476448,-0.03065061,-0.0003643556,0.03824483,0.0004236428,-0.030627226,-0.0003392617,5735964,63538,83284343
not~cold,4575,not,cold,2304,5469.975204,-2451.65318,2451.65318,-0.3895905,0.0010197056,-65.95782,-0.030725928,-0.0007571101,0.022332722,0.0005217645,-0.030687867,-0.0007169677,4415785,103167,83284343
very~modern,4576,very,modern,7583,10224.776688,-842.32864,842.32864,-0.14482075,0.0015167013,-30.337206,-0.030785847,-0.0003024903,0.088277064,0.0007649218,-0.030754095,-0.0002664846,9913432,85900,83284343
not~proud,4577,not,proud,5020,11944.372464,-5379.61804,5379.61804,-0.39101034,0.0021632975,-97.73015,-0.030820379,-0.0016558918,0.022283578,0.0011368307,-0.03073701,-0.0015680955,4415785,225278,83284343
not~big,4578,not,big,7869,18921.67002,-8684.09769,8684.09769,-0.39614066,0.003297533,-124.596954,-0.031104073,-0.0026431314,0.0220498,0.0017820161,-0.030970791,-0.002502991,4415785,356874,83284343
more~dependent,4579,more,dependent,6482,8990.801224,-864.10077,864.10077,-0.15720025,0.0013789537,-31.161026,-0.031259783,-0.0003030754,0.08068813,0.0006954192,-0.031229632,-0.0002691559,9320997,80334,83284343
very~eager,4580,very,eager,4472,6071.184342,-520.57139,520.57139,-0.14799507,0.0008975921,-23.913748,-0.031372696,-0.0001831108,0.08767768,0.0004511051,-0.03135348,-0.0001613149,9913432,51005,83284343
very~shy,4581,very,shy,4444,6035.474994,-518.66521,518.66521,-0.14817612,0.000891999,-23.873318,-0.031406064,-0.0001822281,0.08764422,0.0004482807,-0.031386945,-0.0001605372,9913432,50705,83284343
so~complicated,4582,so,complicated,6723,12362.740808,-3282.97516,3282.97516,-0.27939242,0.0022730243,-68.78244,-0.031486508,-0.00105595,0.037453413,0.0011720785,-0.031418644,-0.0009832246,5735964,179503,83284343
as~responsible,4583,as,responsible,2737,9306.685679,-6665.98438,6665.98438,-0.54631114,0.0013968416,-125.57616,-0.031523965,-0.0018534061,0.013100269,0.000737753,-0.031444885,-0.0017708458,3709914,208927,83284343
as~expensive,4584,as,expensive,5834,19738.804709,-14094.19457,14094.19457,-0.54506147,0.002809513,-182.04622,-0.03154724,-0.003922752,0.013165764,0.0015725432,-0.03137939,-0.0037480127,3709914,443119,83284343
as~proud,4585,as,proud,2942,10035.043515,-7211.8952,7211.8952,-0.54775524,0.0014952256,-130.77095,-0.031571135,-0.0020010532,0.01305942,0.0007930103,-0.031485736,-0.001911916,3709914,225278,83284343
more~qualified,4586,more,qualified,7238,10087.707177,-995.02785,995.02785,-0.15948835,0.0015381784,-33.495846,-0.03165024,-0.0003442585,0.08030177,0.0007765264,-0.031615987,-0.0003057299,9320997,90135,83284343
not~hot,4587,not,hot,3605,8920.449157,-4280.62549,4280.62549,-0.4082281,0.0015728518,-88.529366,-0.031657457,-0.0012711345,0.021427086,0.0008163894,-0.031593505,-0.0012037382,4415785,168245,83284343
as~interested,4588,as,interested,4686,16187.575831,-11799.32049,11799.32049,-0.5539003,0.0023008308,-168.01816,-0.031788874,-0.0032447658,0.012894988,0.001263102,-0.031650167,-0.003100227,3709914,363397,83284343
as~long,4589,as,long,3144,11107.601766,-8272.10995,8272.10995,-0.5633265,0.0015881716,-142.02614,-0.032032583,-0.0022466504,0.01260848,0.000847459,-0.031936675,-0.002146573,3709914,249356,83284343
most~precise,4590,most,precise,2815,4349.0227,-672.86506,672.86506,-0.20398732,0.0007391685,-28.912962,-0.03207407,-0.0002229372,0.05882353,0.000371921,-0.032055642,-0.0002026768,7568812,47855,83284343
so~evident,4591,so,evident,2219,4173.646641,-1173.31748,1173.31748,-0.28921285,0.000765626,-41.49441,-0.03227838,-0.0003659759,0.03661716,0.0003868574,-0.032254893,-0.0003407704,5735964,60600,83284343
not~personal,4592,not,personal,2615,6682.556096,-3369.16931,3369.16931,-0.4223666,0.0011515202,-79.54222,-0.03232163,-0.0009727138,0.020747876,0.0005921937,-0.032272715,-0.00092114,4415785,126037,83284343
most~detailed,4593,most,detailed,7492,11626.899304,-1832.32098,1832.32098,-0.20627151,0.0019467957,-47.77119,-0.03236928,-0.0006009186,0.058559615,0.0009898515,-0.032319557,-0.0005463076,7568812,127938,83284343
very~tragic,4594,very,tragic,2056,2825.442657,-259.70795,259.70795,-0.15369903,0.0004137999,-16.96933,-0.03242457,-8.81032e-05,0.08661583,0.0002073954,-0.03241533,-7.76162e-05,9913432,23737,83284343
not~alive,4595,not,alive,2128,5487.312937,-2803.65678,2803.65678,-0.42627406,0.0009417431,-72.82234,-0.0324994,-0.0008033448,0.020561578,0.0004819075,-0.032459013,-0.000760751,4415785,103494,83284343
very~bitter,4596,very,bitter,2648,3642.234481,-336.48314,336.48314,-0.15415473,0.0005325808,-19.32101,-0.032504328,-0.0001138425,0.08653878,0.0002671123,-0.032492384,-0.0001002917,9913432,30599,83284343
very~unpopular,4597,very,unpopular,2264,3120.877998,-291.83908,291.83908,-0.15517567,0.0004555492,-18.008635,-0.03269186,-9.81148e-05,0.08634959,0.000228377,-0.032681566,-8.64361e-05,9913432,26219,83284343
too~sure,4598,too,sure,8714,36053.765244,-31066.36189,31066.36189,-0.63466936,0.003959554,-292.8775,-0.032722186,-0.008028153,0.010323837,0.0024495143,-0.032390554,-0.0076852357,3557440,844066,83284343
as~new,4599,as,new,3758,14256.944252,-11363.96708,11363.96708,-0.5949625,0.0018650263,-171.26445,-0.03293001,-0.0029619085,0.011741695,0.0010129615,-0.03280346,-0.0028299696,3709914,320056,83284343
as~similar,4600,as,similar,2536,9787.817902,-7916.16883,7916.16883,-0.60209036,0.0012907028,-144.00323,-0.033090916,-0.0020458456,0.011541543,0.0006835738,-0.033003613,-0.0019547131,3709914,219728,83284343
very~green,4601,very,green,2360,3269.071792,-313.98881,313.98881,-0.15749294,0.0004748063,-18.712946,-0.03311141,-0.0001040911,0.085930675,0.0002380608,-0.033100486,-9.1701e-05,9913432,27464,83284343
very~distant,4602,very,distant,3292,4572.105907,-445.52257,445.52257,-0.15878636,0.000661586,-22.310843,-0.033341922,-0.0001465755,0.08570462,0.0003320747,-0.033326544,-0.0001291284,9913432,38411,83284343
most~straightforward,4603,most,straightforward,3426,5411.854598,-911.52789,911.52789,-0.21426994,0.0008982269,-33.92765,-0.033371545,-0.0002886012,0.057531487,0.000452647,-0.033347685,-0.0002623734,7568812,59550,83284343
so~certain,4604,so,certain,3695,7172.680353,-2179.10295,2179.10295,-0.3035957,0.0012653873,-57.211384,-0.033434488,-0.0006511393,0.035479378,0.0006441812,-0.03339268,-0.000606294,5735964,104145,83284343
as~ready,4605,as,ready,2645,10638.54128,-8919.26591,8919.26591,-0.62030965,0.0013396678,-155.42697,-0.0335664,-0.0022550968,0.011075009,0.0007129545,-0.033470146,-0.0021546434,3709914,238826,83284343
not~busy,4606,not,busy,3842,10471.725578,-5797.62107,5797.62107,-0.45122316,0.0016656233,-106.958885,-0.033647515,-0.0015854301,0.01945287,0.0008700605,-0.03356772,-0.0015013696,4415785,197503,83284343
as~hard,4607,as,hard,4657,19145.195968,-16374.0793,16374.0793,-0.6307469,0.0022499177,-212.30548,-0.03388457,-0.0040873354,0.010835448,0.0012552852,-0.033709705,-0.0039052647,3709914,429793,83284343
very~complex,4608,very,complex,21754,30405.438673,-3072.37613,3072.37613,-0.1622179,0.004278547,-58.656857,-0.033972837,-0.0009906124,0.08516252,0.0021943965,-0.033868637,-0.0008726986,9913432,255441,83284343
