,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability,adv,adj,adv_total,adj_total
191885,COMPLEMENT,that_critical,47,177.037,-691.678,-1.867,-0.707,-0.0,-6.212,-4.855,-130.037,-2.767,0.0,that,critical,249255.0,141951.0
191886,COMPLEMENT,that_nice,272,1025.658,-4009.907,-1.87,-0.707,-0.0,-6.214,-5.636,-753.658,-2.771,0.0,that,nice,249255.0,312726.0
191887,COMPLEMENT,only_essential,190,716.806,-2803.19,-1.87,-0.707,-0.0,-6.215,-5.526,-526.806,-2.773,0.0,only,essential,445868.0,84469.0
191888,COMPLEMENT,just_military,26,98.14,-383.897,-1.866,-0.707,-0.0,-6.216,-4.41,-72.14,-2.775,0.0,just,military,647978.0,5366.0
191889,COMPLEMENT,terribly_subtle,15,56.767,-222.396,-1.863,-0.708,-0.0,-6.221,-3.861,-41.767,-2.784,0.0,terribly,subtle,68120.0,56554.0
191890,COMPLEMENT,so_sure,9074,34325.883,-134655.39,-1.876,-0.708,-0.008,-6.22,-6.118,-25251.883,-2.783,0.006,so,sure,5735635.0,843994.0
191891,COMPLEMENT,only_handy,17,64.464,-252.844,-1.866,-0.708,-0.0,-6.224,-4.007,-47.464,-2.792,0.0,only,handy,445868.0,28091.0
191892,COMPLEMENT,necessarily_fair,58,220.334,-865.105,-1.872,-0.709,-0.0,-6.228,-5.005,-162.334,-2.799,0.0,necessarily,fair,54048.0,82794.0
191893,COMPLEMENT,necessarily_good,406,1542.336,-6056.101,-1.875,-0.709,-0.0,-6.228,-5.754,-1136.336,-2.799,0.0,necessarily,good,54048.0,2030187.0
191894,COMPLEMENT,that_productive,26,99.102,-389.861,-1.871,-0.71,-0.0,-6.234,-4.434,-73.102,-2.812,0.0,that,productive,249255.0,115489.0
191895,COMPLEMENT,half_bad,635,2423.671,-9543.036,-1.878,-0.71,-0.001,-6.237,-5.857,-1788.671,-2.817,0.0,half,bad,29211.0,554583.0
191896,COMPLEMENT,that_strange,96,366.581,-1443.635,-1.876,-0.71,-0.0,-6.238,-5.281,-270.581,-2.819,0.0,that,strange,249255.0,66118.0
191897,COMPLEMENT,yet_capable,117,448.365,-1769.323,-1.879,-0.711,-0.0,-6.245,-5.376,-331.365,-2.832,0.0,yet,capable,96968.0,111263.0
191898,COMPLEMENT,that_accurate,94,360.809,-1425.125,-1.879,-0.711,-0.0,-6.248,-5.282,-266.809,-2.838,0.0,that,accurate,249255.0,175436.0
191899,COMPLEMENT,always_apparent,213,817.833,-3230.928,-1.88,-0.712,-0.0,-6.249,-5.6,-604.833,-2.84,0.0,always,apparent,639123.0,63800.0
191900,COMPLEMENT,just_medical,17,65.427,-258.812,-1.874,-0.712,-0.0,-6.253,-4.045,-48.427,-2.849,0.0,just,medical,647978.0,6272.0
191901,COMPLEMENT,necessarily_incorrect,18,69.275,-274.036,-1.874,-0.712,-0.0,-6.253,-4.106,-51.275,-2.849,0.0,necessarily,incorrect,54048.0,20856.0
191902,COMPLEMENT,that_adorable,18,69.275,-274.036,-1.874,-0.712,-0.0,-6.253,-4.106,-51.275,-2.849,0.0,that,adorable,249255.0,24002.0
191903,COMPLEMENT,that_ambitious,23,88.518,-350.158,-1.876,-0.712,-0.0,-6.253,-4.347,-65.518,-2.849,0.0,that,ambitious,249255.0,64970.0
191904,COMPLEMENT,immediately_certain,25,96.216,-380.606,-1.877,-0.712,-0.0,-6.253,-4.423,-71.216,-2.849,0.0,immediately,certain,101150.0,104137.0
191905,COMPLEMENT,previously_aware,89,343.49,-1360.948,-1.882,-0.713,-0.0,-6.258,-5.268,-254.49,-2.859,0.0,previously,aware,73335.0,319176.0
191906,COMPLEMENT,that_cheap,88,340.603,-1351.7,-1.884,-0.714,-0.0,-6.264,-5.269,-252.603,-2.87,0.0,that,cheap,249255.0,83211.0
191907,COMPLEMENT,so_cut,40,154.907,-614.947,-1.882,-0.714,-0.0,-6.265,-4.809,-114.907,-2.873,0.0,so,cut,5735635.0,1548.0
191908,COMPLEMENT,that_terrible,78,303.079,-1205.433,-1.886,-0.715,-0.0,-6.271,-5.217,-225.079,-2.886,0.0,that,terrible,249255.0,43502.0
191909,COMPLEMENT,overly_special,24,93.329,-371.359,-1.882,-0.715,-0.0,-6.273,-4.411,-69.329,-2.889,0.0,overly,special,117569.0,196269.0
191910,COMPLEMENT,only_naive,22,85.632,-340.91,-1.882,-0.715,-0.0,-6.275,-4.334,-63.632,-2.892,0.0,only,naive,445868.0,23956.0
191911,COMPLEMENT,necessarily_negative,61,237.653,-946.618,-1.887,-0.715,-0.0,-6.277,-5.09,-176.653,-2.896,0.0,necessarily,negative,54048.0,60776.0
191912,COMPLEMENT,necessarily_inconsistent,19,74.086,-295.238,-1.882,-0.715,-0.0,-6.278,-4.195,-55.086,-2.899,0.0,necessarily,inconsistent,54048.0,17973.0
191913,COMPLEMENT,necessarily_untrue,16,62.54,-249.566,-1.882,-0.716,-0.0,-6.283,-4.02,-46.54,-2.909,0.0,necessarily,untrue,54048.0,11093.0
191914,COMPLEMENT,terribly_unusual,48,187.62,-748.703,-1.888,-0.716,-0.0,-6.283,-4.952,-139.62,-2.909,0.0,terribly,unusual,68120.0,108421.0
191915,COMPLEMENT,as_forgiving,98,383.9,-1533.851,-1.891,-0.717,-0.0,-6.287,-5.345,-285.9,-2.917,0.0,as,forgiving,3709246.0,13357.0
191916,COMPLEMENT,terribly_impressed,91,356.96,-1427.281,-1.892,-0.717,-0.0,-6.29,-5.313,-265.96,-2.923,0.0,terribly,impressed,68120.0,112686.0
191917,COMPLEMENT,yet_common,37,145.286,-581.238,-1.89,-0.717,-0.0,-6.292,-4.785,-108.286,-2.927,0.0,yet,common,96968.0,555883.0
191918,COMPLEMENT,only_economical,33,129.891,-520.343,-1.891,-0.718,-0.0,-6.296,-4.705,-96.891,-2.936,0.0,only,economical,445868.0,22022.0
191919,COMPLEMENT,that_fortunate,50,197.242,-791.124,-1.894,-0.718,-0.0,-6.3,-4.998,-147.242,-2.945,0.0,that,fortunate,249255.0,69055.0
191920,COMPLEMENT,overly_thrilled,38,150.096,-602.451,-1.894,-0.719,-0.0,-6.303,-4.817,-112.096,-2.95,0.0,overly,thrilled,117569.0,29212.0
191921,COMPLEMENT,that_comfortable,169,667.736,-2680.644,-1.897,-0.719,-0.0,-6.303,-5.581,-498.736,-2.951,0.0,that,comfortable,249255.0,310532.0
191922,COMPLEMENT,more_thrilled,593,2344.774,-9417.796,-1.898,-0.719,-0.001,-6.305,-5.914,-1751.774,-2.954,0.0,more,thrilled,9320866.0,29212.0
191923,COMPLEMENT,only_impressive,57,226.107,-909.671,-1.897,-0.72,-0.0,-6.311,-5.09,-169.107,-2.967,0.0,only,impressive,445868.0,195248.0
191924,COMPLEMENT,only_detrimental,47,186.658,-751.445,-1.897,-0.72,-0.0,-6.313,-4.974,-139.658,-2.971,0.0,only,detrimental,445868.0,11480.0
191925,COMPLEMENT,necessarily_hard,30,119.307,-480.664,-1.896,-0.72,-0.0,-6.316,-4.654,-89.307,-2.977,0.0,necessarily,hard,54048.0,429767.0
191926,COMPLEMENT,that_weird,90,357.922,-1442.009,-1.9,-0.72,-0.0,-6.316,-5.337,-267.922,-2.977,0.0,that,weird,249255.0,53920.0
191927,COMPLEMENT,yet_popular,22,87.556,-352.886,-1.895,-0.72,-0.0,-6.317,-4.388,-65.556,-2.98,0.0,yet,popular,96968.0,827595.0
191928,COMPLEMENT,terribly_keen,28,111.61,-450.219,-1.897,-0.721,-0.0,-6.32,-4.604,-83.61,-2.986,0.0,terribly,keen,68120.0,55543.0
191929,COMPLEMENT,even_aware,2239,8950.938,-36178.883,-1.905,-0.722,-0.002,-6.326,-6.123,-6711.938,-2.998,0.002,even,aware,1119967.0,319176.0
191930,COMPLEMENT,merely_wrong,31,124.118,-501.884,-1.9,-0.722,-0.0,-6.329,-4.696,-93.118,-3.004,0.0,merely,wrong,31681.0,185680.0
191931,COMPLEMENT,that_tough,217,869.789,-3519.307,-1.905,-0.722,-0.0,-6.331,-5.693,-652.789,-3.008,0.0,that,tough,249255.0,135407.0
191932,COMPLEMENT,that_great,3487,14025.35,-56889.7,-1.909,-0.723,-0.003,-6.337,-6.175,-10538.35,-3.022,0.003,that,great,249255.0,379154.0
191933,COMPLEMENT,that_subtle,16,64.464,-261.553,-1.9,-0.723,-0.0,-6.341,-4.098,-48.464,-3.029,0.0,that,subtle,249255.0,56554.0
191934,COMPLEMENT,that_unique,62,250.161,-1015.776,-1.907,-0.724,-0.0,-6.343,-5.175,-188.161,-3.035,0.0,that,unique,249255.0,187238.0
191935,COMPLEMENT,entirely_impressed,15,60.616,-246.331,-1.901,-0.724,-0.0,-6.346,-4.035,-45.616,-3.041,0.0,entirely,impressed,291794.0,112686.0
191936,COMPLEMENT,always_successful,440,1779.027,-7232.294,-1.911,-0.724,-0.0,-6.347,-5.897,-1339.027,-3.043,0.0,always,successful,639123.0,405548.0
191937,COMPLEMENT,entirely_unusual,38,153.945,-626.444,-1.908,-0.725,-0.0,-6.351,-4.875,-115.945,-3.051,0.0,entirely,unusual,291794.0,108421.0
191938,COMPLEMENT,that_aware,42,170.302,-693.335,-1.909,-0.725,-0.0,-6.353,-4.946,-128.302,-3.055,0.0,that,aware,249255.0,319176.0
191939,COMPLEMENT,only_quick,56,227.069,-924.448,-1.91,-0.725,-0.0,-6.353,-5.127,-171.069,-3.055,0.0,only,quick,445868.0,78296.0
191940,COMPLEMENT,always_forthcoming,48,195.318,-796.675,-1.911,-0.726,-0.0,-6.359,-5.041,-147.318,-3.069,0.0,always,forthcoming,639123.0,11222.0
191941,COMPLEMENT,necessarily_correct,61,248.236,-1012.568,-1.912,-0.726,-0.0,-6.359,-5.184,-187.236,-3.069,0.0,necessarily,correct,54048.0,76189.0
191942,COMPLEMENT,that_fantastic,30,122.194,-498.671,-1.91,-0.726,-0.0,-6.361,-4.71,-92.194,-3.073,0.0,that,fantastic,249255.0,39215.0
191943,COMPLEMENT,necessarily_important,63,256.896,-1049.019,-1.913,-0.726,-0.0,-6.363,-5.207,-193.896,-3.078,0.0,necessarily,important,54048.0,2199345.0
191944,COMPLEMENT,always_suitable,48,196.28,-802.685,-1.914,-0.727,-0.0,-6.369,-5.052,-148.28,-3.089,0.0,always,suitable,639123.0,86597.0
191945,COMPLEMENT,that_attractive,109,446.44,-1827.295,-1.917,-0.727,-0.0,-6.372,-5.485,-337.44,-3.096,0.0,that,attractive,249255.0,166546.0
191946,COMPLEMENT,entirely_forthcoming,27,110.648,-453.012,-1.913,-0.727,-0.0,-6.373,-4.638,-83.648,-3.098,0.0,entirely,forthcoming,291794.0,11222.0
191947,COMPLEMENT,necessarily_right,98,402.181,-1647.851,-1.918,-0.728,-0.0,-6.375,-5.442,-304.181,-3.104,0.0,necessarily,right,54048.0,204019.0
191948,COMPLEMENT,only_attractive,118,484.927,-1988.329,-1.919,-0.728,-0.0,-6.378,-5.525,-366.927,-3.11,0.0,only,attractive,445868.0,166546.0
191949,COMPLEMENT,yet_stable,28,115.459,-474.246,-1.917,-0.729,-0.0,-6.384,-4.683,-87.459,-3.124,0.0,yet,stable,96968.0,90154.0
191950,COMPLEMENT,yet_good,59,243.425,-1000.17,-1.92,-0.729,-0.0,-6.385,-5.195,-184.425,-3.126,0.0,yet,good,96968.0,2030187.0
191951,COMPLEMENT,only_rude,34,140.475,-577.59,-1.919,-0.729,-0.0,-6.388,-4.838,-106.475,-3.132,0.0,only,rude,445868.0,17100.0
191952,COMPLEMENT,yet_dry,27,111.61,-459.028,-1.918,-0.729,-0.0,-6.389,-4.658,-84.61,-3.134,0.0,yet,dry,96968.0,66755.0
191953,COMPLEMENT,necessarily_complete,23,95.253,-392.138,-1.918,-0.73,-0.0,-6.392,-4.525,-72.253,-3.141,0.0,necessarily,complete,54048.0,106554.0
191954,COMPLEMENT,that_sharp,26,107.761,-443.81,-1.919,-0.73,-0.0,-6.394,-4.633,-81.761,-3.145,0.0,that,sharp,249255.0,40935.0
191955,COMPLEMENT,necessarily_desirable,26,107.761,-443.81,-1.919,-0.73,-0.0,-6.394,-4.633,-81.761,-3.145,0.0,necessarily,desirable,54048.0,48191.0
191956,COMPLEMENT,even_catholic,28,116.421,-480.266,-1.921,-0.731,-0.0,-6.4,-4.702,-88.421,-3.158,0.0,even,catholic,1119967.0,10958.0
191957,COMPLEMENT,only_annoying,77,321.36,-1328.272,-1.927,-0.732,-0.0,-6.407,-5.362,-244.36,-3.174,0.0,only,annoying,445868.0,47862.0
191958,COMPLEMENT,necessarily_safe,76,317.512,-1313.056,-1.927,-0.732,-0.0,-6.409,-5.358,-241.512,-3.178,0.0,necessarily,safe,54048.0,160292.0
191959,COMPLEMENT,necessarily_positive,32,133.74,-553.178,-1.925,-0.732,-0.0,-6.41,-4.818,-101.74,-3.179,0.0,necessarily,positive,54048.0,184195.0
191960,COMPLEMENT,exactly_consistent,20,83.708,-346.489,-1.923,-0.732,-0.0,-6.412,-4.42,-63.708,-3.185,0.0,exactly,consistent,59426.0,98461.0
191961,COMPLEMENT,that_pricey,20,83.708,-346.489,-1.923,-0.732,-0.0,-6.412,-4.42,-63.708,-3.185,0.0,that,pricey,249255.0,13281.0
191962,COMPLEMENT,only_fun,421,1762.67,-7298.073,-1.93,-0.732,-0.0,-6.413,-5.955,-1341.67,-3.187,0.0,only,fun,445868.0,223496.0
191963,COMPLEMENT,all_grim,25,104.875,-434.618,-1.926,-0.733,-0.0,-6.417,-4.628,-79.875,-3.195,0.0,all,grim,427480.0,12206.0
191964,COMPLEMENT,only_creative,36,151.059,-626.093,-1.928,-0.733,-0.0,-6.417,-4.914,-115.059,-3.196,0.0,only,creative,445868.0,88013.0
191965,COMPLEMENT,necessarily_real,19,79.859,-331.274,-1.925,-0.733,-0.0,-6.42,-4.381,-60.859,-3.203,0.0,necessarily,real,54048.0,153642.0
191966,COMPLEMENT,only_ugly,29,122.194,-507.534,-1.929,-0.734,-0.0,-6.425,-4.76,-93.194,-3.214,0.0,only,ugly,445868.0,28404.0
191967,COMPLEMENT,only_proud,47,198.204,-823.597,-1.931,-0.734,-0.0,-6.426,-5.105,-151.204,-3.217,0.0,only,proud,445868.0,225273.0
191968,COMPLEMENT,so_clear-cut,129,544.58,-2264.14,-1.934,-0.734,-0.0,-6.428,-5.616,-415.58,-3.222,0.0,so,clear-cut,5735635.0,4386.0
191969,COMPLEMENT,all_bad,2535,10752.094,-44830.523,-1.939,-0.735,-0.003,-6.437,-6.249,-8217.094,-3.241,0.002,all,bad,427480.0,554583.0
191970,COMPLEMENT,that_enthusiastic,43,182.81,-762.745,-1.936,-0.736,-0.0,-6.442,-5.065,-139.81,-3.251,0.0,that,enthusiastic,249255.0,38887.0
191971,COMPLEMENT,necessarily_appropriate,40,170.302,-711.074,-1.936,-0.736,-0.0,-6.444,-5.02,-130.302,-3.258,0.0,necessarily,appropriate,54048.0,124945.0
191972,COMPLEMENT,particularly_forthcoming,21,89.481,-373.765,-1.933,-0.736,-0.0,-6.446,-4.509,-68.481,-3.261,0.0,particularly,forthcoming,563551.0,11222.0
191973,COMPLEMENT,fully_sure,70,298.268,-1245.896,-1.938,-0.736,-0.0,-6.446,-5.356,-228.268,-3.261,0.0,fully,sure,228051.0,843994.0
191974,COMPLEMENT,all_rosy,109,464.721,-1941.779,-1.939,-0.736,-0.0,-6.447,-5.567,-355.721,-3.263,0.0,all,rosy,427480.0,6664.0
191975,COMPLEMENT,real_thrilled,16,68.313,-285.636,-1.932,-0.737,-0.0,-6.449,-4.244,-52.313,-3.27,0.0,real,thrilled,93622.0,29212.0
191976,COMPLEMENT,only_frustrating,52,222.258,-929.832,-1.939,-0.737,-0.0,-6.451,-5.196,-170.258,-3.274,0.0,only,frustrating,445868.0,63364.0
191977,COMPLEMENT,that_significant,161,688.904,-2883.728,-1.942,-0.737,-0.0,-6.454,-5.725,-527.904,-3.279,0.0,that,significant,249255.0,246005.0
191978,COMPLEMENT,always_enough,456,1954.139,-8186.626,-1.943,-0.738,-0.0,-6.456,-6.018,-1498.139,-3.285,0.0,always,enough,639123.0,450614.0
191979,COMPLEMENT,only_unique,142,609.045,-2552.444,-1.943,-0.738,-0.0,-6.458,-5.684,-467.045,-3.289,0.0,only,unique,445868.0,187238.0
191980,COMPLEMENT,even_sorry,37,158.756,-665.442,-1.94,-0.738,-0.0,-6.459,-4.983,-121.756,-3.291,0.0,even,sorry,1119967.0,72171.0
191981,COMPLEMENT,only_brilliant,31,133.74,-562.105,-1.942,-0.739,-0.0,-6.469,-4.865,-102.74,-3.314,0.0,only,brilliant,445868.0,45867.0
191982,COMPLEMENT,necessarily_expensive,33,142.399,-598.565,-1.943,-0.739,-0.0,-6.469,-4.913,-109.399,-3.315,0.0,necessarily,expensive,54048.0,443109.0
191983,COMPLEMENT,that_enjoyable,35,151.059,-635.025,-1.943,-0.739,-0.0,-6.47,-4.956,-116.059,-3.316,0.0,that,enjoyable,249255.0,95081.0
191984,COMPLEMENT,necessarily_healthy,47,203.015,-853.786,-1.945,-0.739,-0.0,-6.471,-5.157,-156.015,-3.319,0.0,necessarily,healthy,54048.0,113059.0
191985,COMPLEMENT,entirely_dissimilar,69,298.268,-1254.851,-1.946,-0.74,-0.0,-6.472,-5.379,-229.268,-3.323,0.0,entirely,dissimilar,291794.0,8775.0
191986,COMPLEMENT,that_popular,275,1191.149,-5016.495,-1.949,-0.74,-0.0,-6.476,-5.916,-916.149,-3.331,0.0,that,popular,249255.0,827595.0
191987,COMPLEMENT,that_funny,342,1487.493,-6277.355,-1.952,-0.741,-0.0,-6.484,-5.98,-1145.493,-3.349,0.0,that,funny,249255.0,142525.0
191988,COMPLEMENT,necessarily_unhealthy,15,65.427,-276.472,-1.943,-0.742,-0.0,-6.489,-4.228,-50.427,-3.362,0.0,necessarily,unhealthy,54048.0,11195.0
191989,COMPLEMENT,entirely_true,1038,4531.756,-19162.443,-1.954,-0.742,-0.001,-6.491,-6.199,-3493.755,-3.366,0.001,entirely,true,291794.0,347077.0
191990,COMPLEMENT,that_optimistic,46,201.091,-850.676,-1.951,-0.742,-0.0,-6.493,-5.169,-155.091,-3.372,0.0,that,optimistic,249255.0,81289.0
191991,COMPLEMENT,that_efficient,49,214.561,-908.392,-1.952,-0.742,-0.0,-6.496,-5.212,-165.561,-3.379,0.0,that,efficient,249255.0,254633.0
191992,COMPLEMENT,too_impressed,430,1883.902,-7978.646,-1.956,-0.743,-0.0,-6.497,-6.048,-1453.902,-3.381,0.0,too,impressed,3557198.0,112686.0
191993,COMPLEMENT,always_predictable,101,442.592,-1874.52,-1.955,-0.743,-0.0,-6.498,-5.589,-341.592,-3.382,0.0,always,predictable,639123.0,38419.0
191994,COMPLEMENT,only_great,301,1323.927,-5617.599,-1.958,-0.743,-0.0,-6.505,-5.97,-1022.927,-3.398,0.0,only,great,445868.0,379154.0
191995,COMPLEMENT,that_warm,24,105.837,-449.62,-1.953,-0.744,-0.0,-6.509,-4.708,-81.837,-3.41,0.0,that,warm,249255.0,73536.0
191996,COMPLEMENT,as_noticeable,207,915.973,-3897.803,-1.961,-0.745,-0.0,-6.516,-5.875,-708.973,-3.425,0.0,as,noticeable,3709246.0,40293.0
191997,COMPLEMENT,only_key,25,110.648,-470.878,-1.955,-0.745,-0.0,-6.516,-4.75,-85.648,-3.426,0.0,only,key,445868.0,16875.0
191998,COMPLEMENT,overly_impressed,226,1000.642,-4259.336,-1.961,-0.745,-0.0,-6.517,-5.903,-774.642,-3.428,0.0,overly,impressed,117569.0,112686.0
191999,COMPLEMENT,necessarily_bad,575,2545.865,-10837.476,-1.962,-0.745,-0.001,-6.517,-6.128,-1970.865,-3.428,0.0,necessarily,bad,54048.0,554583.0
192000,COMPLEMENT,only_fast,66,292.495,-1245.552,-1.96,-0.745,-0.0,-6.519,-5.407,-226.495,-3.432,0.0,only,fast,445868.0,86435.0
192001,COMPLEMENT,necessarily_contradictory,21,93.329,-397.961,-1.956,-0.746,-0.0,-6.524,-4.607,-72.329,-3.444,0.0,necessarily,contradictory,54048.0,12138.0
192002,COMPLEMENT,that_flexible,26,116.421,-498.199,-1.962,-0.747,-0.0,-6.538,-4.809,-90.421,-3.478,0.0,that,flexible,249255.0,81094.0
192003,COMPLEMENT,that_excited,118,529.186,-2266.234,-1.968,-0.748,-0.0,-6.54,-5.701,-411.186,-3.485,0.0,that,excited,249255.0,368758.0
192004,COMPLEMENT,that_tasty,21,94.291,-404.024,-1.962,-0.748,-0.0,-6.543,-4.631,-73.291,-3.49,0.0,that,tasty,249255.0,33765.0
192005,COMPLEMENT,yet_due,20,90.443,-388.831,-1.966,-0.749,-0.0,-6.556,-4.603,-70.443,-3.522,0.0,yet,due,96968.0,22872.0
192006,COMPLEMENT,that_effective,178,809.173,-3487.423,-1.976,-0.751,-0.0,-6.565,-5.879,-631.173,-3.546,0.0,that,effective,249255.0,530335.0
192007,COMPLEMENT,only_fantastic,15,68.313,-294.659,-1.967,-0.751,-0.0,-6.569,-4.333,-53.313,-3.554,0.0,only,fantastic,445868.0,39215.0
192008,COMPLEMENT,only_inadequate,16,73.124,-315.923,-1.97,-0.752,-0.0,-6.575,-4.409,-57.124,-3.57,0.0,only,inadequate,445868.0,17945.0
192009,COMPLEMENT,only_critical,81,370.43,-1600.899,-1.978,-0.752,-0.0,-6.576,-5.574,-289.43,-3.573,0.0,only,critical,445868.0,141951.0
192010,COMPLEMENT,entirely_conclusive,17,77.935,-337.187,-1.972,-0.752,-0.0,-6.581,-4.478,-60.935,-3.584,0.0,entirely,conclusive,291794.0,5606.0
192011,COMPLEMENT,only_desirable,67,307.89,-1333.576,-1.98,-0.753,-0.0,-6.585,-5.489,-240.89,-3.595,0.0,only,desirable,445868.0,48191.0
192012,COMPLEMENT,that_cute,81,373.317,-1619.134,-1.982,-0.753,-0.0,-6.59,-5.59,-292.317,-3.609,0.0,that,cute,249255.0,86044.0
192013,COMPLEMENT,too_thrilled,314,1449.007,-6288.52,-1.984,-0.754,-0.0,-6.593,-6.073,-1135.007,-3.615,0.0,too,thrilled,3557198.0,29212.0
192014,COMPLEMENT,initially_clear,25,115.459,-501.228,-1.979,-0.754,-0.0,-6.594,-4.845,-90.459,-3.618,0.0,initially,clear,23588.0,489251.0
192015,COMPLEMENT,that_friendly,52,241.501,-1051.077,-1.985,-0.755,-0.0,-6.604,-5.37,-189.501,-3.644,0.0,that,friendly,249255.0,130614.0
192016,COMPLEMENT,only_financial,36,167.415,-729.07,-1.984,-0.755,-0.0,-6.607,-5.137,-131.415,-3.65,0.0,only,financial,445868.0,12535.0
192017,COMPLEMENT,as_fortunate,568,2643.043,-11514.582,-1.989,-0.755,-0.001,-6.608,-6.219,-2075.043,-3.653,0.001,as,fortunate,3709246.0,69055.0
192018,COMPLEMENT,that_smart,206,960.232,-4186.257,-1.989,-0.756,-0.0,-6.611,-5.974,-754.232,-3.661,0.0,that,smart,249255.0,87103.0
192019,COMPLEMENT,that_picky,39,181.848,-792.87,-1.986,-0.756,-0.0,-6.612,-5.198,-142.848,-3.663,0.0,that,picky,249255.0,11744.0
192020,COMPLEMENT,too_distant,1354,6355.041,-27798.482,-1.994,-0.757,-0.002,-6.624,-6.37,-5001.041,-3.694,0.001,too,distant,3557198.0,38410.0
192021,COMPLEMENT,necessarily_incompatible,26,122.194,-534.667,-1.988,-0.757,-0.0,-6.626,-4.916,-96.194,-3.7,0.0,necessarily,incompatible,54048.0,7052.0
192022,COMPLEMENT,that_severe,37,175.112,-768.606,-1.994,-0.759,-0.0,-6.639,-5.193,-138.112,-3.733,0.0,that,severe,249255.0,102518.0
192023,COMPLEMENT,just_applicable,27,127.967,-562.027,-1.993,-0.759,-0.0,-6.641,-4.964,-100.967,-3.74,0.0,just,applicable,647978.0,34941.0
192024,COMPLEMENT,yet_open,163,773.574,-3399.624,-1.999,-0.759,-0.0,-6.644,-5.932,-610.573,-3.746,0.0,yet,open,96968.0,255039.0
192025,COMPLEMENT,that_healthy,45,213.599,-938.746,-1.996,-0.759,-0.0,-6.644,-5.327,-168.599,-3.747,0.0,that,healthy,249255.0,113059.0
192026,COMPLEMENT,strictly_true,195,925.594,-4068.036,-1.999,-0.759,-0.0,-6.644,-5.991,-730.594,-3.747,0.0,strictly,true,35058.0,347077.0
192027,COMPLEMENT,exactly_related,16,76.01,-334.181,-1.991,-0.76,-0.0,-6.645,-4.5,-60.01,-3.751,0.0,exactly,related,59426.0,134121.0
192028,COMPLEMENT,necessarily_better,480,2283.196,-10044.748,-2.001,-0.76,-0.001,-6.648,-6.227,-1803.196,-3.757,0.0,necessarily,better,54048.0,740697.0
192029,COMPLEMENT,always_pretty,36,171.264,-753.434,-1.997,-0.76,-0.0,-6.648,-5.185,-135.264,-3.757,0.0,always,pretty,639123.0,10998.0
192030,COMPLEMENT,only_risky,20,95.253,-419.25,-1.994,-0.76,-0.0,-6.65,-4.72,-75.253,-3.763,0.0,only,risky,445868.0,45961.0
192031,COMPLEMENT,that_risky,20,95.253,-419.25,-1.994,-0.76,-0.0,-6.65,-4.72,-75.253,-3.763,0.0,that,risky,249255.0,45961.0
192032,COMPLEMENT,necessarily_free,26,124.118,-546.856,-1.997,-0.761,-0.0,-6.654,-4.95,-98.118,-3.774,0.0,necessarily,free,54048.0,206519.0
192033,COMPLEMENT,always_indicative,34,162.604,-716.997,-1.999,-0.761,-0.0,-6.657,-5.156,-128.604,-3.782,0.0,always,indicative,639123.0,12705.0
192034,COMPLEMENT,yet_perfect,63,302.117,-1333.765,-2.003,-0.762,-0.0,-6.662,-5.542,-239.117,-3.796,0.0,yet,perfect,96968.0,162720.0
192035,COMPLEMENT,necessarily_sexual,16,76.972,-340.28,-1.997,-0.762,-0.0,-6.668,-4.53,-60.972,-3.811,0.0,necessarily,sexual,54048.0,12847.0
192036,COMPLEMENT,always_compatible,52,251.123,-1112.022,-2.006,-0.763,-0.0,-6.675,-5.449,-199.123,-3.829,0.0,always,compatible,639123.0,35191.0
192037,COMPLEMENT,always_achievable,20,97.178,-431.455,-2.005,-0.764,-0.0,-6.686,-4.765,-77.178,-3.859,0.0,always,achievable,639123.0,8432.0
192038,COMPLEMENT,just_relevant,36,175.112,-777.844,-2.009,-0.764,-0.0,-6.688,-5.232,-139.112,-3.864,0.0,just,relevant,647978.0,142967.0
192039,COMPLEMENT,that_painful,38,185.696,-826.488,-2.012,-0.765,-0.0,-6.696,-5.278,-147.696,-3.887,0.0,that,painful,249255.0,89319.0
192040,COMPLEMENT,only_uncomfortable,45,220.334,-981.471,-2.013,-0.766,-0.0,-6.7,-5.391,-175.334,-3.896,0.0,only,uncomfortable,445868.0,54398.0
192041,COMPLEMENT,that_skilled,27,132.778,-592.547,-2.013,-0.767,-0.0,-6.708,-5.044,-105.778,-3.918,0.0,that,skilled,249255.0,75093.0
192042,COMPLEMENT,that_adventurous,17,83.708,-373.764,-2.01,-0.767,-0.0,-6.71,-4.643,-66.708,-3.924,0.0,that,adventurous,249255.0,19953.0
192043,COMPLEMENT,precisely_sure,23,113.534,-507.479,-2.014,-0.767,-0.0,-6.714,-4.922,-90.534,-3.936,0.0,precisely,sure,3843.0,843994.0
192044,COMPLEMENT,always_representative,15,74.086,-331.23,-2.011,-0.767,-0.0,-6.715,-4.525,-59.086,-3.939,0.0,always,representative,639123.0,25071.0
192045,COMPLEMENT,necessarily_problematic,15,74.086,-331.23,-2.011,-0.767,-0.0,-6.715,-4.525,-59.086,-3.939,0.0,necessarily,problematic,54048.0,37555.0
192046,COMPLEMENT,that_innocent,15,74.086,-331.23,-2.011,-0.767,-0.0,-6.715,-4.525,-59.086,-3.939,0.0,that,innocent,249255.0,29399.0
